numfac|item|codart|descrip|cantidad|precio|desc|tot_ren|emision|grupo
104268|1|94460-1D000-SEO|FLOTANTE GASOLINA KIA CARENS SEONG|10|10.93|0|109.30|2023-07-24 00:00:00|OTROS
104268|2|22311-37310|EMPACADURA CAMARA LH SPORTAGE 2.7/STA FE GOLD|5|11.66|0|58.30|2023-07-24 00:00:00|SPTFE
104269|1|22211-23600|VALVULA ADMISION TUCSON|4|3.99|0|15.96|2023-04-27 00:00:00|TUCSO
104269|2|39220-42700|SENSOR TEMPERATURA ELECTRO H100|1|11.07|0|11.07|2023-04-27 00:00:00|OTROS
104269|3|57700-1F800-SEO|CAJETIN HIDRAULICO HYUNDAI TUCSON SEONG|6|241.50|0|1449.00|2023-04-27 00:00:00|TUCSO
104269|4|56820-37010|TERMINAL ACCENT IRP|3|0.00|0|0.00|2023-04-27 00:00:00|ACCEN
104270|1|31110-2B000-OEM|BOMBA GASOLINA HYUNDAI SANTA FE 2.7 OEM|9|134.08|0|1206.72|2023-06-13 00:00:00|SPTFE
104271|1|22211-02200|VALVULA  ADMISION KIA PICANTO|10|3.22|0|32.20|2023-11-27 00:00:00|PICAN
104271|2|54830-D3000|BIELETA DEL. LH HYUNDAI TUCSON 2015|7|15.53|0|108.71|2023-11-27 00:00:00|TUCSO
104271|3|52710-2D111|MOSO TRASERO ELANTRA C/DISCO|3|0.00|0|0.00|2023-11-27 00:00:00|OTROS
104272|1|0K30E-10155|JGO. GOMA VALVULA KIA RIO|6|10.93|0|65.58|2023-11-09 00:00:00|RIO
104272|2|4651739500|SENSOR KILOMETRAJE HYUNDAI TUCSON|5|18.38|0|91.90|2023-11-09 00:00:00|TUCSO
104272|3|52750-1G000|MOSO TRASERO GETZ/PICANTO|9|72.79|0|655.11|2023-11-09 00:00:00|ELGTZ
104272|4|39350-25010-TKC|SENSOR ARBOL LEVA KIA CARENS 2.0 DE CADENA|1|13.80|0|13.80|2023-11-09 00:00:00|OTROS
104272|5|94460-2B000-SEO|FLOTANTE GASOLINA SECUNDARIO HYUNDAI SANTA FE 07-09 SEONG|10|12.08|0|120.80|2023-11-09 00:00:00|SPTFE
104273|1|0K72A-33-047|RODAMIENTO DEL. INT KIA PREGIO *14585/25*|8|15.53|0|124.24|2023-06-19 00:00:00|PREGI
104273|2|31112-3Q500-SEO|FILTRO GASOLINA TUCSON/SPORTAGE 11-14 SEONG|8|8.28|0|66.24|2023-06-19 00:00:00|TUCSO
104273|3|27301-3E100|BOBINA ENCENDIDO HYUNDAI SANTA FE 3 PINES|3|32.92|0|98.76|2023-06-19 00:00:00|SPTFE
104274|1|21020-02592-050|JGO. CONCHA BANCADA PICANTO 0.20 (0.50)|10|14.87|0|148.70|2023-11-06 00:00:00|PICAN
104274|2|21930-2G000-SEO|BASE MOTOR TRASERO KIA NEW CARENS|10|0.00|0|0.00|2023-11-06 00:00:00|OTROS
104274|3|S08-41-990|BOMBA CLUTCH SUP. KIA PREGIO 3.0|5|34.87|0|174.35|2023-11-06 00:00:00|PREGI
104274|4|25461-22024-TKC|TUBO AGUA HYUNDAI ACCENT|3|22.10|0|66.30|2023-11-06 00:00:00|ACCEN
104274|5|31110-3K100-SEO|BOMBA GASOLINA HYUNDAI SONATA 3.3 SEONG|7|87.02|0|609.14|2023-11-06 00:00:00|OTROS
104275|1|0K65D-12111-121|JGO. VALVULA  ADM Y ESC KIA PREGIO 3.0 SEONG|10|43.85|0|438.50|2023-11-09 00:00:00|PREGI
104275|2|0W001-25-060A|CRUCETA KIA PREGIO (GUMZ-3)|10|31.96|0|319.60|2023-11-09 00:00:00|PREGI
104275|3|27300-3F100-PME|BOBINA ENCENDIDO HYUNDAI H1 09 PMC-ESS|3|26.68|0|80.04|2023-11-09 00:00:00|H1
104275|4|0K3Y211SDX|JGO. ANILLO KIA RIO 1.5 STD|6|25.38|0|152.28|2023-11-09 00:00:00|RIO
104275|5|27501-26D00-OEM|JGO. CABLE BUJIA GETZ 1.6|3|0.00|0|0.00|2023-11-09 00:00:00|GETZ
104276|1|23410-02770-K|JGO. PISTON KIA PICANTO 0.50 SWP|10|101.32|0|1013.20|2023-03-21 00:00:00|PICAN
104277|1|23040-42210|JGO. ANILLO HYUNDAI H100 STD|4|73.26|0|293.04|2023-06-12 00:00:00|OTROS
104277|2|22400-2X001-KP|TAPA VALVULA KIA RIO STYLUS SEONG|7|56.93|0|398.51|2023-06-12 00:00:00|RIO
104277|3|25460-26000|TUBO DE AGUA ELANTRA/GETZ|7|15.50|0|108.50|2023-06-12 00:00:00|ELGTZ
104277|4|92650-22001|MANILLA DELANTERA EXT. LH HYUNDAI ACCENT|7|9.18|0|64.26|2023-06-12 00:00:00|ACCEN
104277|5|23060-3C202|JGO. CONCHA BIELA HYUNDAI SONATA 3.3 STD *CU�A LADO IZQ*|10|31.42|0|314.20|2023-06-12 00:00:00|OTROS
104278|1|22224-38010|GOMA VALVULA H1 2007/H100/LANCER/SIGNO|2|1.09|0|2.18|2023-12-29 00:00:00|H1
104278|2|0K72A-17-250A|ARO SINC. CAJA 1RA/2DA KIA PREGIO|3|0.00|0|0.00|2023-12-29 00:00:00|PREGI
104278|3|39210-3C200-SEO|SENSOR OXIGENO HYUNDAI SONATA 3.3 TRAS RH SEONG|5|36.71|0|183.55|2023-12-29 00:00:00|OTROS
104278|4|23040-22300-STD|JGO. ANILLO ACCENT 1.3 STD|8|23.44|0|187.52|2023-12-29 00:00:00|ACCEN
104279|1|24211-23000|ENGRAJE LEVA TUCSON/SPORTAGE 2.0|1|27.90|0|27.90|2023-05-18 00:00:00|TUCSO
104280|1|22311-2C200|EMPACADURA CAMARA HYUNDAI H1 2009 DE CADENA|6|16.10|0|96.60|2023-03-24 00:00:00|H1
104280|2|54610-FD000-RE|BASE AMORT. DEL. LH KIA RIO STYLUS SEONG|9|16.33|0|146.97|2023-03-24 00:00:00|RIO
104280|3|93490-3R110|CABLE ESPIRAL KIA PICANTO|5|26.70|0|133.50|2023-03-24 00:00:00|PICAN
104281|1|51750-2D000-K|MOZO DELANTERO ELANTRA / 51750-2D003|6|31.65|0|189.90|2023-11-08 00:00:00|ELGTZ
104281|2|21810-2G000|BASE MOTOR RH KIA OPTIMA/CARENS 2007 (2G400)|7|75.35|0|527.45|2023-11-08 00:00:00|OTROS
104281|3|0K71E17336A|ESTOPERA COLA CAJA PREGIO|10|6.35|0|63.50|2023-11-08 00:00:00|PREGI
104281|4|39180-3E100-TKC|SENSOR POSICION CIGUENAL HYUNDAI SANTA FE/OPTIMA 2|8|18.98|0|151.84|2023-11-08 00:00:00|SPTFE
104281|5|0K9YV-11-SC0-ST|JGO. ANILLO CARNIVAL 2.5 STD|10|56.71|0|567.10|2023-11-08 00:00:00|OTROS
104282|1|39250-37100-SEO|SENSOR GOLPETEO KIA SPORTAGE RH SEONG|1|13.23|0|13.23|2023-04-20 00:00:00|SPTFE
104282|2|57730-4F000|ROTULA HYUNDAI H100|7|15.53|0|108.71|2023-04-20 00:00:00|OTROS
104282|3|0K30A-26115C-SE|PUNTA EJE TRASERA LH KIA RIO SEONG|4|44.13|0|176.52|2023-04-20 00:00:00|RIO
104283|1|25460-2G800|TUBERIA ENFRIAMIENTO SANTA FE 2016|9|18.62|0|167.58|2023-05-23 00:00:00|SPTFE
104284|1|30180-10100-SE|TAPA BOMBA GASOLINA ELANTRA SEONG|1|13.01|0|13.01|2023-02-16 00:00:00|ELGTZ
104284|2|KK1Y0-11SJ0|JGO. SEPARADOR AXIAL KIA RIO STD 150-30|1|4.95|0|4.95|2023-02-16 00:00:00|RIO
104284|3|0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|7|55.22|0|386.54|2023-02-16 00:00:00|RIO
104285|1|31911-22000|FILTRO GASOLINA ACCENT|6|6.42|0|38.52|2023-10-29 00:00:00|ACCEN
104286|1|39310-02200|SENSOR POSICION CIGUENAL KIA PICANTO SEONG|9|13.80|0|124.20|2023-05-13 00:00:00|PICAN
104286|2|39310-38060|SENSOR POSICION CIGUENAL H1 2007|9|30.59|0|275.31|2023-05-13 00:00:00|H1
104286|3|21930-1C130|BASE CAJA TRASERA CHUPETA HYUNDAI GETZ T/M KOREA|3|24.15|0|72.45|2023-05-13 00:00:00|ELGTZ
104286|4|23060-23901|JGO. CONCHA BIELA TUCSON 0.10 23921|3|11.36|0|34.08|2023-05-13 00:00:00|TUCSO
104286|5|31911-09000|FILTRO GASOLINA HYUNDAI SONATA 3.3 / KIA CARENS|6|20.17|0|121.02|2023-05-13 00:00:00|OTROS
104287|1|92102-1F011|FARO RH KIA SPORTAGE 2.7 2005 / 2008|9|124.38|0|1119.42|2023-10-10 00:00:00|SPTFE
104287|2|39180-23910-TKC|SENSOR POSICION CIGUENAL HYUNDAI TUCSON|4|22.18|0|88.72|2023-10-10 00:00:00|TUCSO
104288|1|22311-2X200|EMPACADURA CAMARA RIO 1.5|10|7.72|0|77.20|2023-10-07 00:00:00|RIO
104288|2|22311-2B000-SEO|EMPACADURA CAMARA KIA CERATO 1.6 SEONG|10|7.31|0|73.10|2023-10-07 00:00:00|OTROS
104289|1|46512-39800|PINON VELOCIMETRO TUCSON 27DTS|1|20.95|0|20.95|2023-11-17 00:00:00|TUCSO
104289|2|230413C501-STDS|JGO. PISTON SONATA 3.3 STD SEONG|7|159.39|0|1115.73|2023-11-17 00:00:00|OTROS
104289|3|26510-26600|TAPA ACEITE HYUNDAI ELANTRA/GETZ 1.6|8|4.97|0|39.76|2023-11-17 00:00:00|ELGTZ
104289|4|23040-39500-050|JGO. ANILLO KIA SORENTO/SEDONA 3.5 0.20 (0.50) TIK|9|64.45|0|580.05|2023-11-17 00:00:00|OTROS
104290|1|32790-1C100|GUAYA ACELERADOR HYUNDAI GETZ|7|0.00|0|0.00|2023-08-09 00:00:00|ELGTZ
104290|2|21310-26650|BOMBA ACEITE HYUNDAI GETZ 1.6/ACCENT RIO CVVT|2|103.39|0|206.78|2023-08-09 00:00:00|ELGTZ
104290|3|25430-4H100|RESERVORIO AGUA H1 09|4|23.00|0|92.00|2023-08-09 00:00:00|H1
104290|4|0K2A1-17400|SENSOR DE DISTANCIA KIA RIO 1.5|9|16.10|0|144.90|2023-08-09 00:00:00|RIO
104291|1|KK1YO-11SHY-075|JGO. CONCHA BANCADA KIA RIO 0.30 (0.75)|2|12.21|0|24.42|2023-12-21 00:00:00|RIO
104291|2|25412-2B100|MANGUERA INF. RADIADOR SANTA FE 2.7|6|22.59|0|135.54|2023-12-21 00:00:00|SPTFE
104291|3|54840-4H000|BIELETA DEL. LH HYUNDAI H1 09|5|16.56|0|82.80|2023-12-21 00:00:00|H1
104291|4|27501-24E10|JGO. CABLE BUJIA EXCEL|2|11.11|0|22.22|2023-12-21 00:00:00|OTROS
104291|5|21030-02740|JGO. SEPARADOR AXIAL PICANTO STD|4|5.19|0|20.76|2023-12-21 00:00:00|PICAN
104292|1|20910-2BK01|JGO. EMPACADURA ACCENT 2016-2020|8|67.13|0|537.04|2023-07-24 00:00:00|ACCEN
104292|2|21443-2E100|ESTOPERA TRASERA CIGUENAL HYUNDAI TUCSON 2015|3|18.60|0|55.80|2023-07-24 00:00:00|TUCSO
104292|3|0K24N-41-920A|BOMBIN CLUTCH INF. KIA CARENS 1.8|7|44.26|0|309.82|2023-07-24 00:00:00|OTROS
104292|4|31911-38204-SEO|FILTRO GASOLINA HYUNDAI H1 2007/SONATA 05|6|14.17|0|85.02|2023-07-24 00:00:00|H1
104292|5|23410-3E001|JGO. PISTON KIA SPORTAGE 2.7 3E011|6|157.83|0|946.98|2023-07-24 00:00:00|SPTFE
104293|1|56820-2B900-KP|TERMINAL RH HYUNDAI SANTA FE|2|13.23|0|26.46|2023-08-18 00:00:00|SPTFE
104293|2|24410-23050-V|TENSOR TUCSON GRANADA|10|0.00|0|0.00|2023-08-18 00:00:00|TUCSO
104293|3|24350-2E011/10|SET ENGRANAJE CVVT HYUNDAI TUCSON 2015 (R+L)|7|325.43|0|2278.01|2023-08-18 00:00:00|TUCSO
104293|4|31110-1C000-SEO|BOMBA GASOLINA HYUNDAI GETZ SEONG|7|72.85|0|509.95|2023-08-18 00:00:00|ELGTZ
104294|1|KKD-20B|KIT EMBRAGUE PREGIO 3.0 ICHIBAN|3|189.21|0|567.63|2023-11-13 00:00:00|PREGI
104294|2|KSR62-10270|JGO. EMPACADURA KIA CERATO 1.6 CADENA|3|52.27|0|156.81|2023-11-13 00:00:00|OTROS
104294|3|82210-2D000-SEO|LAME VIDRIO DELANTERO LH HYUNDAI ELANTRA|9|0.00|0|0.00|2023-11-13 00:00:00|ELAN
104294|4|24411-3E000-APK|TENSOR CADENA LEVA SANTA FE 2.7 2007|2|50.90|0|101.80|2023-11-13 00:00:00|SPTFE
104295|1|21020-02540-PMC|JGO. CONCHA BANCADA PICANTO STD|8|14.08|0|112.64|2023-05-09 00:00:00|PICAN
104295|2|ESTO-342|ESTOPERA LEVA KIA RIO 1.5|6|2.16|0|12.96|2023-05-09 00:00:00|RIO
104296|1|PINT205|COPA CAJA INT 27E/23I TUCSON|7|44.65|0|312.55|2023-04-28 00:00:00|TUCSO
104296|2|39220-38030|SENSOR TEMPERATURA H1/SPORT/ELANT/TUCS/CERA/CARE/I10/SED/SOR|2|7.38|0|14.76|2023-04-28 00:00:00|H1
104296|3|41412-49650|COLLARIN HYUNDAI H1 06|6|19.67|0|118.02|2023-04-28 00:00:00|H1
104296|4|39210-3C400-SEO|SENSOR DE OXIGENO TRA. LH HYUNDAI SONATA 3.3 SEONG|5|36.71|0|183.55|2023-04-28 00:00:00|OTROS
104296|5|KITRODPRE-REE|KIT RODAMIENTO DEL. PREGIO (INT+EXT)|9|26.08|0|234.72|2023-04-28 00:00:00|PREGI
104297|1|23124-3E010|DAMPER HYUNDAI SANTA FE 2.7|2|89.55|0|179.10|2023-03-31 00:00:00|SPTFE
104297|2|21310-2C200|BOMBA ACEITE HYUNDAI H1 09 OEM|5|197.01|0|985.05|2023-03-31 00:00:00|H1
104297|3|94460-3K000|FLOTANTE GASOLINA SONATA 3.3|3|18.52|0|55.56|2023-03-31 00:00:00|OTROS
104298|1|57700-FD021-SE|CAJETIN HIDRAULICO KIA RIO STYLUS|1|0.00|0|0.00|2023-02-22 00:00:00|RIO
104298|2|24322-3C100-SEO|CADENA BOMBA ACEITE SONATA 3.3/ SOREN/SEDO/VERA 3.|1|0.00|0|0.00|2023-02-22 00:00:00|OTROS
104298|3|24321-3E000-SE|CADENA LEVA HYUNDAI SANTA FE 2.7 SEONG|1|37.65|0|37.65|2023-02-22 00:00:00|SPTFE
104298|4|23060-26985|JGO. CONCHA BIELA  HYUNDAI ACC/GETZ 0.10 (0.25)|1|10.58|0|10.58|2023-02-22 00:00:00|ELGTZ
104298|5|92101-FD021-SE|FARO LH KIA RIO STYLUS SEONG|3|71.75|0|215.25|2023-02-22 00:00:00|RIO
104299|1|21443-2A001|ESTOPERA TRAS. CIG. SPORT 2.7/ STA FE/SONA/SED/SOR KOS-085|6|11.50|0|69.00|2023-03-21 00:00:00|SPTFE
104299|2|KIT-050PIC|KIT PISTON Y ANILLO PICANTO 0.20 (050)|2|0.00|0|0.00|2023-03-21 00:00:00|PICAN
104300|1|57321-29100|CORREA DIRECCION HIDRAULICA HYUNDAI GETZ|2|6.33|0|12.66|2023-08-10 00:00:00|ELGTZ
104300|2|25100-26550-PMC|BOMBA AGUA HYUNDAI GETZ 1.6 PMC|4|31.63|0|126.52|2023-08-10 00:00:00|ELGTZ
104301|1|0K2Y3-11-SCO|JGO. ANILLOS STD KIA CARENS 1.8|9|36.06|0|324.54|2023-09-26 00:00:00|OTROS
104301|2|83220-1C002-SEO|LAME VIDRIO TRAS DER GETZ|2|12.74|0|25.48|2023-09-26 00:00:00|ELGTZ
104301|3|20910-03M05-SEO|JGO EMPACADURA HYUNDAI i10 SEONG|4|34.33|0|137.32|2023-09-26 00:00:00|I10
104302|1|51712-1C000-SE|DISCO FRENO DEL. HYUNDAI GETZ 1.6 SEONG|10|45.48|0|454.80|2023-09-26 00:00:00|ELGTZ
104302|2|27301-38020|BOBINA ENCENDIDO HYUNDAI H1 06-07 / SONATA 2.4 / S 1C006|8|41.95|0|335.60|2023-09-26 00:00:00|H1
104302|3|32790-1C100|GUAYA ACELERADOR HYUNDAI GETZ|5|0.00|0|0.00|2023-09-26 00:00:00|ELGTZ
104302|4|31112-2B000-SEO|FILTRO GASOLINA HYUNDAI SANTA FE 06-09|10|10.20|0|102.00|2023-09-26 00:00:00|SPTFE
104303|1|39210-39820-SEO|SENSOR OXIGENO KIA SORENTO/SEDONA 3.5 SEONG|8|36.71|0|293.68|2023-10-15 00:00:00|OTROS
104304|1|24312-26050-SUN|CORREA TIEMPO GETZ 1.6/ELAN 105DT SUN JAPON A394|1|35.68|0|35.68|2023-10-18 00:00:00|ELGTZ
104304|2|21950-D3000|BASE MOTOR DEL. HYUNDAI TUCSON 2015|8|55.91|0|447.28|2023-10-18 00:00:00|TUCSO
104304|3|23060-23620|JGO. CONCHA BIELA TUCSON STD 23140|9|0.00|0|0.00|2023-10-18 00:00:00|TUCSO
104304|4|24312-26050-BA|CORREA TIEMPO GETZ 1.6 BANDO|9|23.35|0|210.15|2023-10-18 00:00:00|ELGTZ
104304|5|21350-2E330|BOMBA ACEITE HYUNDAI TUCSON 2018 TAPA CADENA|3|0.00|0|0.00|2023-10-18 00:00:00|TUCSO
104305|1|93490-1F000-TKC|CABLE ESPIRAL KIA SPORTAGE/SORENTO 02-06|6|22.95|0|137.70|2023-11-09 00:00:00|SPTFE
104305|2|54830-2B200|BIELETA DEL. LH HYUNDAI SANTA FE 2009/VER/SOR 2B00|1|11.50|0|11.50|2023-11-09 00:00:00|SPTFE
104305|3|54410-3E100|MESETA DELT SUP LH KIA SORENTO 3.8|1|67.75|0|67.75|2023-11-09 00:00:00|OTROS
104305|4|52371-3E000|RODAMIENTO TRASERO KIA SORENTO 3.8|3|32.20|0|96.60|2023-11-09 00:00:00|OTROS
104306|1|21910-1G100-KP|BASE MOTOR DEL. HYUNDAI ACCENT CVVT / RIO 1.6 SEONG|9|26.65|0|239.85|2023-07-14 00:00:00|OTROS
104306|2|21310-03100|BOMBA ACEITE HYUNDAI i10|8|46.69|0|373.52|2023-07-14 00:00:00|i10
104306|3|0K30E-13890|VALVULA PCV KIA RIO|1|5.66|0|5.66|2023-07-14 00:00:00|RIO
104306|4|57170-2D101-DHM|CORREA DIRECCION HYUNDAI TUCSON SEONG|5|3.16|0|15.80|2023-07-14 00:00:00|TUCSO
104306|5|0K30C-11-210-TK|BRAZO BIELA KIA RIO STYLUS 1.5 KOR|8|31.72|0|253.76|2023-07-14 00:00:00|RIO
104307|1|23121-25000-SE|ENGRANAJE CIGUENAL HYUNDAI H1 09 SEONG|7|17.33|0|121.31|2023-03-22 00:00:00|H1
104307|2|36100-21770|ARRANQUE HYUNDAI GETZ/ELAN /ACC 1.6 T/A|3|138.00|0|414.00|2023-03-22 00:00:00|ELGTZ
104307|3|0K30A-41-150-TK|GUAYA CLUTCH KIA RIO 1.5 KOR|2|10.93|0|21.86|2023-03-22 00:00:00|RIO
104308|1|27300-3F100-K|BOBINA ENCENDIDO HYUNDAI H1 09 PMC|2|32.20|0|64.40|2023-10-02 00:00:00|H1
104308|2|KITPISRIO-020|KIT PISTON Y ANILLO KIA RIO 1.5 0.20 (050)|10|103.47|0|1034.70|2023-10-02 00:00:00|RIO
104309|1|23510-3E101|BRAZO BIELA HYUNDAI SANTA FE 2.7 (3E103)|10|56.35|0|563.50|2023-02-23 00:00:00|SPTFE
104309|2|56820-2G900|TERMINAL RH NEW CARENS/ OPTIMA 2007|7|21.79|0|152.53|2023-02-23 00:00:00|OTROS
104309|3|31110-22040|BOMBA GASOLINA HYUNDAI ACCENT SEONG|8|0.00|0|0.00|2023-02-23 00:00:00|ACCEN
104310|1|23041-3C603-STD|JGO. PISTON KIA SORENTO/SEDONA 3.8 STD TIK 2K9 60100|10|161.00|0|1610.00|2023-03-17 00:00:00|OTROS
104310|2|4PK0810|CORREA ALTERNADOR ELANTRA 1.6/GETZ MITSUBA|10|8.46|0|84.60|2023-03-17 00:00:00|MITSU
104310|3|49130-4A000-SEO|CHUMACERA CARDAN HYUNDAI H1 07-STA FE 00-06 SEONG|2|18.98|0|37.96|2023-03-17 00:00:00|H1
104310|4|25620-25002|CARCAZA TERMOSTATO CARENS 2.0|9|0.00|0|0.00|2023-03-17 00:00:00|OTROS
104311|1|39350-23500|SENSOR ARBOL DE LEVA TUCSON|8|41.46|0|331.68|2023-11-26 00:00:00|TUCSO
104311|2|20910-23F00|JGO. EMPACADURA TUCSON|2|36.40|0|72.80|2023-11-26 00:00:00|TUCSO
104311|3|581013CA70-PMC|JGO. PASTILLAS TUCSON/SPORTAGE PMC|8|18.57|0|148.56|2023-11-26 00:00:00|TUCSO
104311|4|KITPISGETZ-020|KIT PISTON Y ANILLO ELANTRA/GETZ 0.20 (050)|9|110.37|0|993.33|2023-11-26 00:00:00|ELGTZ
104311|5|22441-39810|EMPACADURA TAPA VALVULA RH/LH SEDONA 3.5|3|5.80|0|17.40|2023-11-26 00:00:00|OTROS
104312|1|58115-FDA00-K|JGO. PASTILLA KIA RIO STYLUS|6|20.57|0|123.42|2023-12-05 00:00:00|RIO
104313|1|57510-2E001|TUBERIA SUCCION DH ALTA TUCSON|4|0.00|0|0.00|2023-05-04 00:00:00|TUCSO
104313|2|82660-FD010|MANILLA EXT. DEL RH RIO STYLUS|7|32.74|0|229.18|2023-05-04 00:00:00|RIO
104314|1|23410-02270-050|JGO PISTON PICANTO 0.50|3|37.98|0|113.94|2023-01-10 00:00:00|PICAN
104314|2|28164-25000-TKC|SENSOR MAF KIA CARENS/OPTIMA CADENA KOR|3|66.70|0|200.10|2023-01-10 00:00:00|OTROS
104314|3|0K74T34720B|AMORTIGUADOR DEL. LH KIA PREGIO|7|63.46|0|444.22|2023-01-10 00:00:00|PREGI
104314|4|0K72A-34510-KP|MUNON KIA PREGIO 3.0 SEONG|2|16.22|0|32.44|2023-01-10 00:00:00|PREGI
104315|1|81161-3K000|GATO COMPUERTA SONATA 3.3|4|0.00|0|0.00|2023-03-18 00:00:00|OTROS
104315|2|25380-3E950|ELECTROVENTILADOR KIA SORENTO 3.8|6|0.00|0|0.00|2023-03-18 00:00:00|OTROS
104315|3|22224-23500-OEM|JGO. GOMA VALVULA ACCENT (12 PCS)|9|10.28|0|92.52|2023-03-18 00:00:00|ACCEN
104315|4|92202-2E000-SEO|FARO ANTINIEBLA RH HYUNDAI TUCSON SEONG|2|22.03|0|44.06|2023-03-18 00:00:00|TUCSO
104316|1|82610-1C000-KP|MANILLA INT. LH HYUNDAI GETZ SEONG|2|8.98|0|17.96|2023-06-23 00:00:00|ELGTZ
104316|2|42421-39000-KP|COLLARIN HYUNDAI ELANTRA KP|5|19.45|0|97.25|2023-06-23 00:00:00|ELGTZ
104316|3|0K72A-16460|DISCO EMBRAGUE KIA PREGIO 3.0|1|90.39|0|90.39|2023-06-23 00:00:00|PREGI
104316|4|0K30A-18-891-TK|SENSOR POSICION CIGUENAL KIA RIO|9|16.49|0|148.41|2023-06-23 00:00:00|RIO
104316|5|25461-22024-TKC|TUBO AGUA HYUNDAI ACCENT|4|22.10|0|88.40|2023-06-23 00:00:00|ACCEN
104317|1|21310-02550-DHM|BOMBA ACEITE KIA PICANTO|4|62.05|0|248.20|2023-10-09 00:00:00|PICAN
104317|2|22441-2B000|EMPACADURA TAPA VALVULA KIA CERATO 1.6|2|5.30|0|10.60|2023-10-09 00:00:00|OTROS
104317|3|25100-02566-PMC|BOMBA AGUA KIA PICANTO PMC|4|37.59|0|150.36|2023-10-09 00:00:00|PICAN
104318|1|0K75615171C|TERMOSTATO PREGIO MOBIS|7|0.00|0|0.00|2023-03-19 00:00:00|PREGI
104318|2|20910-22R10|JGO. EMPACADURA HYUNDAI ACCENT 1.5|4|39.26|0|157.04|2023-03-19 00:00:00|ACCEN
104318|3|24350-23800-SEO|ENGRANAJE CVVT TUCSON|2|83.00|0|166.00|2023-03-19 00:00:00|TUCSO
104319|1|39210-37513-TKC|SENSOR OXIGENO KIA SPORTAGE 2.7 RH|3|45.78|0|137.34|2023-11-27 00:00:00|SPTFE
104319|2|94460-2D030-SEO|FLOTANTE HYUNDAI ELANTRA 2 CABLES SEONG|4|13.89|0|55.56|2023-11-27 00:00:00|ELGTZ
104319|3|39210-3E210-SEO|SENSOR DE OXIGENO RH HYUNDAI SANTA FE 2007 SEONG|8|30.48|0|243.84|2023-11-27 00:00:00|SPTFE
104319|4|24840-3E000-SEO|TENSOR CORREA TIEMPO HYUNDAI SANTA FE 2.7 SEONG|6|35.13|0|210.78|2023-11-27 00:00:00|SPTFE
104319|5|21030-3E000|JGO. SEPARADOR AXIAL HYUNDAI SANTA FE 2.7 STD|7|15.89|0|111.23|2023-11-27 00:00:00|SPTFE
104320|1|24410-25001|TENSOR CADENA TIEMPO SONATA/CERAT/H1/SOR/SEDON|10|53.48|0|534.80|2023-03-27 00:00:00|OTROS
104321|1|26300-2Y500|FILTRO ACEITE KIA RIO KOREA (02500)|8|4.58|0|36.64|2023-06-19 00:00:00|RIO
104321|2|0K3Y011SC0|JGO. ANILLO KIA RIO 1.5 0.20 (0,50)|7|24.63|0|172.41|2023-06-19 00:00:00|RIO
104321|3|25472-23000|MANGUERA CODO AGUA TUC/ELAN/SPORT 2.0|10|6.95|0|69.50|2023-06-19 00:00:00|TUCSO
104321|4|21020-3C930|JGO. CONCHA BANCADA 0.25 SONATA 3.3|7|57.76|0|404.32|2023-06-19 00:00:00|OTROS
104322|1|35310-04000|INYECTOR HYUNDAI i10|3|27.74|0|83.22|2023-07-26 00:00:00|I10
104322|2|54830-26100|BIELETA DEL. LH HYUNDAI SANTA FE 01-06 26000|1|9.77|0|9.77|2023-07-26 00:00:00|SPTFE
104322|3|83220-1C002-SEO|LAME VIDRIO TRAS DER GETZ|8|12.74|0|101.92|2023-07-26 00:00:00|ELGTZ
104323|1|35301-25000|REGULADOR PRESION GASOLINA CARENS 2.0 CADENA|3|0.00|0|0.00|2023-11-20 00:00:00|OTROS
104323|2|27301-22040|BOBINA ENCENDIDO HYUNDAI ACCENT|7|33.24|0|232.68|2023-11-20 00:00:00|ACCEN
104324|1|23060-22540-075|JGO. CONCHA BIELA ACCENT / GETZ 0.30 (0,75)|5|8.26|0|41.30|2023-11-09 00:00:00|GETZ
104325|1|54650-4H100|AMORTIGUADOR DEL. LH HYUNDAI H1 09 (4H000)|5|79.74|0|398.70|2023-05-06 00:00:00|H1
104325|2|23040-42210|JGO. ANILLO HYUNDAI H100 STD|1|73.26|0|73.26|2023-05-06 00:00:00|OTROS
104326|1|21910-2D050|BASE MOTOR DEL. HYUNDAI ELANTRA PMC|8|16.68|0|133.44|2023-03-19 00:00:00|ELGTZ
104326|2|55160-1C200|BUJE DIFERENCIAL TRAS. HYUNDAI GETZ|8|12.02|0|96.16|2023-03-19 00:00:00|ELGTZ
104327|1|54410-3F601|MESETA SUP. LH SONATA 3.3 (3K000)|4|71.14|0|284.56|2023-12-14 00:00:00|OTROS
104327|2|35310-3C000|INYECTOR SONATA 3.3/SORENTO 3.8/SEDONA|5|20.70|0|103.50|2023-12-14 00:00:00|OTROS
104327|3|22224-3C100|GOMA VALVULA SONATA 3.3/SOREN/SEDO 3.8 1411BHA|8|2.22|0|17.76|2023-12-14 00:00:00|OTROS
104328|1|94750-21030|VALVULA DE PRESION DE ACEITE HYUNDAI|8|0.00|0|0.00|2023-11-20 00:00:00|ACCEN
104328|2|86812-07500-SEO|CARTER GUARDAFANGO RH DELANTERO KIA PICANTO 08/09 SEONG|4|10.93|0|43.72|2023-11-20 00:00:00|PICAN
