codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|PICAN|00118|0.0000|63.4900|20.5000|CHINA|||
KIK-070-KP|KIT DE EMBRAGUE KIA RIO 1.5 KP|RIO|00118|0.0000|93.2500|21.7500|CHINA|||
HDK-110-KP|KIT DE EMBRAGUE TUCSON KP|TUCSO|00118|0.0000|79.9000|36.5000|CHINA|||
HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|ELGTZ|00118|0.0000|60.8700|24.3500|CHINA|||
21830-2D050-OEM|BASE CAJA ELANTRA XD SINCRONICO|ELGTZ|00108|0.0000|23.7400|7.6900|CHINA|||
24810-31720-OEM|POLEA FIJA SPORTAGE 2.7 OEM|SPTFE|00108|0.0000|13.3600|3.6100|CHINA|||
24810-2X700-OEM|POLEA TIEMPO KIA RIO 1.5 OEM|RIO|00108|0.0000|10.3500|2.8000|CHINA|||
24810-23050-OEM|POLEA TIEMPO TUCSON OEM|TUCSO|00108|0.0000|12.8500|3.7200|CHINA|||
24410-2X701-OEM|TENSOR KIA RIO 1.5 OEM|RIO|00108|0.0000|10.9400|2.9600|CHINA|||
24410-02550-OEM|TENSOR KIA PICANTO OEM|PICAN|00108|0.0000|9.7900|2.6400|CHINA|||
20910-26E00-OEM|JGO. EMPACADURA GETZ 1.6 OEM|GETZ|00108|0.0000|28.1400|7.6400|CHINA|||
20910-02H00-OEM|JGO. EMPACADURA KIA PICANTO OEM|PICAN|00108|0.0000|25.6300|8.4600|CHINA|||
23040-23300-OEM|JGO. ANILLO TUCSON 0.50 ARO FINO HYUNDAI|TUCSO|00108|0.0000|25.7100|9.3800|CHINA|||
23040-23300-STD|JGO. ANILLO TUCSON STD FINO 2mm|TUCSO|00062|0.0000|16.9700|6.0000|CHINA|||
23060-22540-025|JGO. CONCHA BIELA ACCENT / GETZ 0.10|GETZ|00108|0.0000|7.8000|3.3500|CHINA|||
57321-29100-MIT|CORREA DIRECCION GETZ|GETZ|00099|0.0000|3.5100|1.3700|OTROS|||
23060-22540-020|JGO. CONCHA BIELA ACCENT / GETZ 0.20|GETZ|00108|0.0000|6.8900|3.3500|CHINA|||
23060-22540-100|JGO. CONCHA BIELA ACCENT / GETZ 0.40 (1,00)|GETZ|00108|0.0000|7.1900|3.3500|CHINA|||
23060-22540-STD|JGO. CONCHA BIELA ACCENT / GETZ STD|GETZ|00108|0.0000|7.1900|3.3500|CHINA|||
21020-26040-025|JGO. CONCHA BANCADA ACCENT / GETZ 0.10|GETZ|00108|0.0000|10.4900|5.1000|CHINA|||
21020-26040-050|JGO. CONCHA BANCADA ACCENT / GETZ 0.20|GETZ|00108|0.0000|10.4600|5.1000|CHINA|||
KK1Y0-11-SHX-05|JGO. CONCHA BANCADA KIA RIO 0.20|RIO|00121|0.0000|12.1500|4.5700|KOREA|||
23060-22540-075|JGO. CONCHA BIELA ACCENT / GETZ 0.30 (0,75)|GETZ|00108|0.0000|6.0400|2.9300|CHINA|||
0K3Y0-11-SFX-50|JGO. CONCHA BIELA KIA RIO 0.20|RIO|00108|0.0000|9.2900|3.5200|CHINA|||
0K3Y0-SE0-STD|JGO. CONCHA BIELA KIA RIO STD|RIO|00005|0.0000|6.6800|2.4600|KOREA|||
2526142920|ASPA FAN CLUTCH PREGIO N/B KOREA|PREGI|00027|0.0000|22.8100|7.0000|KOREA|||
231104X000|CIGUENAL PREGIO 3.0 GMP|PREGI|00005|0.0000|231.7500|107.5600|KOREA|||
IMZ-0311|JGO. VALVULA ADMISION KIA PREGIO 3.0 4PZ|PREGI|00120|0.0000|23.0600|8.7200|KOREA|||
IMZ-0317|JGO. VALVULA ADMISION KIA RIO 1.5 8PZ|RIO|00120|0.0000|33.8400|12.7900|KOREA|||
EMZ-5311|JGO. VALVULA ESCAPE KIA PREGIO 3.0 4PZ|PREGI|00120|0.0000|23.0600|8.7200|KOREA|||
EMZ-5317|JGO. VALVULA ESCAPE KIA RIO 1.5 8 PZ|RIO|00120|0.0000|33.8400|12.7900|KOREA|||
22441-37110|EMPACADURA TAPA VALVULA SPORTAGE 2.7|SPTFE|00002|0.0000|5.5200|0.9300|KOREA|||
HDK-073|KIT DE EMBRAGUE ELANTRA 2.0 VALEO|ELGTZ|00066|0.0000|168.4100|55.3900|KOREA|||
863502E000|PARRILLA TUCSON|TUCSO|00007|0.0000|25.7700|9.7500|KOREA|||
21020-02541|JGO. CONCHA BANCADA ACC/GETZ STD|GETZ|00121|0.0000|12.7500|5.5000|KOREA|||
95224-2D000|RELE PODER HYUNDAI 4 PATAS|TUCSO|00122|0.0000|5.6800|2.1500|KOREA|||
3517022010|SENSOR TPS ACCENT / ELANTRA|ACCEN|00122|0.0000|6.8200|2.7200|KOREA|||
3935022600|SENSOR ARBOL LEVA GETZ TW|ELGTZ|00123|0.0000|19.8300|3.2200|KOREA|||
25500-23010|TERMOSTATO TUCSON 82C|TUCSO|00122|0.0000|8.5000|2.4700|KOREA|||
23510-26030|BRAZO BIELA ACCENT / GETZ|ELGTZ|00159|0.0000|32.1400|12.8200|KOREA|||
23060-22952|JGO. CONCHA BIELA ACCENT/GETZ 0.20 (0,50)|GETZ|00121|0.0000|7.8000|1.7200|KOREA|||
39220-38030|VALVULA TEMPERATURA ELECTRO HYUNDAI 3PIN|ELGTZ|00122|0.0000|6.6000|2.0600|KOREA|||
21930-1C250|BASE CAJA CHUPETA GETZ T/A|ELGTZ|00153|0.0000|26.1400|9.0100|KOREA|||
23124-26011|DAMPER GETZ|ELGTZ|00137|0.0000|32.9600|12.8200|KOREA|||
58380-02000|CILINDRO FRENO GETZ RH KAR1054|ELGTZ|00069|0.0000|19.4400|4.8500|KOREA|||
58330-02000|CILINDRO FRENO GETZ LH KAR1042|ELGTZ|00069|0.0000|19.4400|4.8500|KOREA|||
27300-3F100|BOBINA HYUNDAI H1 2009 MOBIS|H1|00004|0.0000|70.8100|22.5300|KOREA|||
27301-3E100|BOBINA SANTA FE 3 PINES|OTROS|00059|0.0000|40.9100|15.4900|KOREA|||
21310-39511|BOMBA ACEITE KIA SEDONA MOBIS|OTROS|00004|0.0000|162.2700|61.4500|KOREA|||
0K75B18140|JGO. BUJIA PREGIO PAQ 20 PCS|PREGI|00054|0.0000|82.9800|19.8000|KOREA|||
4PK855|CORREA A/A TUCSON 4PK855|TUCSO|00124|0.0000|4.5100|1.7100|KOREA|||
0K75A-10271-KO|EMPACADURA CAMARA PREGIO 3.0 KRK|PREGI|00125|0.0000|7.1900|2.7300|KOREA|||
22441-37110-OEM|SET EMPACADURA TAPA VALVULA SPTGE 2.7 (2PCS)|OTROS|00108|0.0000|16.7600|2.3700|CHINA|||
94460-2E200|FLOTANTE GASOLINA TUCSON MOBIS|TUCSO|00004|0.0000|18.0300|7.0200|KOREA|||
27501-26D00-HYC|JGO. CABLE BUJIA HYUNDAI GETZ 1.6|ELGTZ|00051|0.0000|19.7100|7.4600|KOREA|||
20910-2BB01|JGO. EMPACADURA KIA CERATO 1.6 CADENA|OTROS|00020|0.0000|66.1600|16.5000|KOREA|||
20910-3CB00|JGO. EMPACADURAS SONATA 3.3/AZERA|OTROS|00002|0.0000|127.2400|40.5900|KOREA|||
24810-37120-UNI|POLEA TIEMPO FIJA SPORTAGE 2.7 PMC/UNION|SPTFE|00186|0.0000|16.1400|4.9400|KOREA|||
24450-37100-UNI|POLEA TENSORA SPORTAGE 2.7 UNION|SPTFE|00126|0.0000|15.6400|5.0200|KOREA|||
51716-FD000|PUNTA EJE RH RIO STYLUS|RIO|00114|0.0000|61.7400|19.1800|KOREA|||
51715-FD000|PUNTA EJE LH RIO STYLUS|RIO|00114|0.0000|60.7100|19.1800|KOREA|||
4651739500|SENSOR KILOMETRAJE TUCSON|TUCSO|00007|0.0000|17.1300|4.2400|KOREA|||
2221202500-SET|JGO. VALVULA ADMISION PICANTO (4PCS)|PICAN|00125|0.0000|10.5700|4.0000|KOREA|||
2221137200-SET|JGO. VALVULA ADM. SPT2.7/STA FE GOLD (6 PCS)|OTROS|00125|0.0000|30.1200|11.4000|KOREA|||
2221123600-SET|JGO. VALVULA ADM. TUC/ELA/SPT 2.0 (4PCS)|TUCSO|00125|0.0000|15.8400|6.0000|KOREA|||
2221102200-SET|JGO. VALVULA ESCAPE PICANTO (4 PCS)|PICAN|00125|0.0000|10.5700|4.0000|KOREA|||
2221237200-SET|JGO. VALVULA ESC. SPT 2.7/STA FE GOLD (6PCS)|OTROS|00125|0.0000|30.1200|11.4000|KOREA|||
2221223600-SET|JGO. VALVULA ESC. TUC/ELA/SPT 2.0 (4PCS)|TUCSO|00125|0.0000|15.8400|6.0000|KOREA|||
0K75A-10311B-KR|JGO. CAMISA PREGIO 3.0 KRK TERMINADAS|PREGI|00125|0.0000|118.8000|45.0000|KOREA|||
0K75B18140-CH|JGO. BUJIA PREGIO REEMPLAZO|PREGI|00077|0.0000|15.3400|5.8000|KOREA|||
41421-28000-SEC|COLLARIN ACCENT/GETZ|ELGTZ|00002|0.0000|12.5100|4.3000|KOREA|||
0S08941400-X2|BOMBA CLUTCH PREGIO 3.0 ZENITH|PREGI|00058|0.0000|19.6200|6.9000|KOREA|||
0VNY1-11-SFX|JGO. CONCHA BIELA PREGIO 0.20|PREGI|00005|0.0000|11.6300|3.9700|KOREA|||
0K6Z2-11SHX|JGO. CONCHA BANCADA PREGIO 0.20|PREGI|00005|0.0000|18.2300|5.8400|KOREA|||
25281-37120-ZN|TENSOR CORREA UNICA SPORTAGE 2.7 UNION|SPTFE|00126|0.0000|36.5500|12.5600|KOREA|||
25281-37120-GA|TENSOR CORREA UNICA SPORTAGE 2.7 GATES|SPTFE|00031|0.0000|50.7900|18.3900|KOREA|||
25212-37182|CORREA UNICA SPORTAGE 2.7 6PK2000|SPTFE|00031|0.0000|17.3600|6.3300|KOREA|||
L-2278|TERMINAL KIA PREGIO|PREGI|00130|0.0000|13.8900|6.8500|KOREA|||
D-4263|ROTULA KIA RIO STYLUS|RIO|00131|0.0000|9.2200|4.0000|KOREA|||
D-4240|ROTULA KIA PREGIO|PREGI|00130|0.0000|6.9700|3.0000|KOREA|||
45840041/39|RODAMIENTO DELANTERO TUCSON/SPORT|TUCSO|00131|0.0000|19.9600|10.0000|KOREA|||
38700037|RODAMIENTO DELANTERO GETZ/PICANTO|ELGTZ|00141|0.0000|12.2000|5.6900|KOREA|||
39740036-34|RODAMIENTO DELANTERO ELANTRA XD|SPTFE|00131|0.0000|19.0900|8.4000|KOREA|||
57410LFYTLM297|RODAMIENTO DELANTERO ACCENT|ACCEN|00131|0.0000|8.1200|4.0000|KOREA|||
52710-2D000|MOZO TRASERO ELANTRA S/ABS|ELAN|00131|0.0000|32.1400|16.0000|KOREA|||
52710-2D115|MOZO TRASERO ELANTRA CON ABS|ELGTZ|00131|0.0000|40.5300|16.8100|KOREA|||
51750-2D000|MOZO DELANTERO ELANTRA|ELAN|00131|0.0000|22.8200|9.4600|KOREA|||
WS510093B|KIT DE EMBRAGUE KIA PREGIO 3.0|PREGI|00131|0.0000|132.7400|63.0000|KOREA|||
54551-1C000|BUJE MESETA PEQUENO GETZ|ELGTZ|00095|0.0000|4.9000|0.7300|KOREA|||
21910-2D000-K|BASE MOTOR DEL. ELANTRA|ELGTZ|00131|0.0000|18.9200|9.3400|KOREA|||
553202E000|BASE AMORT. TRAS RH TUCSON|TUCSO|00077|0.0000|15.3800|7.0000|KOREA|||
553112D000|BASE AMORT. TRAS LH ELANTRA|OTROS|00077|0.0000|15.3800|7.0000|KOREA|||
553102D000|BASE AMORT. TRAS RH ELANTRA|ELAN|00077|0.0000|15.3800|7.0000|KOREA|||
55311-22000|BASE AMORT. ACCENT TRAS (GOMA)|ACCEN|00077|0.0000|7.1500|3.1500|KOREA|||
0K65A10236C|EMPACADURA TAPA VALVULA PREGIO 3.0|PREGI|00002|0.0000|3.0700|0.6300|KOREA|||
35310-23600|INYECTOR ELANTRA/TUCSON|TUCSO|00137|0.0000|24.4000|8.5300|KOREA|||
K-25100-26902-Q|BOMBA AGUA GETZ QP|GETZ|00132|0.0000|22.3700|8.3400|KOREA|||
K-25100-23530|BOMBA AGUA TUCSON QP|TUCSO|00132|0.0000|22.3700|8.3400|KOREA|||
69349/10|RODAMIENTO DELANTERO RIO|RIO|00096|0.0000|5.2100|2.0800|KOREA|||
4PK970-K|CORREA A/A KIA RIO 1.5 MITSUBA|MITSU|00099|0.0000|4.0000|2.4000|OTROS|||
0K7Z1-11SA0-KRK|JGO. PISTON KIA PREGIO 3.0|PREGI|00002|0.0000|169.9500|82.0400|KOREA|||
CB3876A/025|JGO. CONCHA BIELA KIA RIO 0.25 NDC|RIO|00133|0.0000|5.4500|2.7300|KOREA|||
CB3876A/050|JGO. CONCHA BIELA KIA RIO 0.50 NDC|RIO|00133|0.0000|5.4500|2.7300|KOREA|||
CB3876A/075|JGO. CONCHA BIELA KIA RIO 0.75 NDC|RIO|00133|0.0000|5.9500|2.9800|KOREA|||
CB3876A/100|JGO. CONCHA BIELA KIA RIO 1.00 NDC|RIO|00133|0.0000|5.9500|2.9800|KOREA|||
CB3876A/STD|JGO. CONCHA BIELA KIA RIO STD NDC|RIO|00133|0.0000|5.4500|2.4600|KOREA|||
MS3883A/025|JGO. CONCHA BANCADA PREGIO 0.10 NDC|PREGI|00133|0.0000|22.0200|11.0300|KOREA|||
MS3883A/050|JGO. CONCHA BANCADA PREGIO 0.20 (0,50) NDC|PREGI|00133|0.0000|22.0200|11.0300|KOREA|||
MS3883A/STD|JGO. CONCHA BANCADA PREGIO STD NDC|PREGI|00133|0.0000|20.0000|10.0200|KOREA|||
0K3Y211SDX-10|JGO. ANILLO KIA RIO 1.5 1.00|RIO|00100|0.0000|10.7300|5.3800|KOREA|||
23410-22460-STD|JGO. PISTON STD ACCENT 1.5|ACCEN|00123|0.0000|49.7800|22.3400|KOREA|||
0K30E12440A|ARBOL DE LEVA ESCAPE KIA RIO 1.5|RIO|00100|0.0000|56.0500|28.0900|KOREA|||
28113-2D000|FILTRO AIRE ELANTRA 2.0 PMC|ELGTZ|00002|0.0000|5.7800|1.5200|KOREA|||
92650-22001|MANILLA DELANTERA EXT. ACCENT LH MOBIS|ACCEN|00004|0.0000|8.9900|3.8600|KOREA|||
92610-22000|MANILLA DELANTERA INT. ACCENT LH MOBIS|ACCEN|00004|0.0000|4.6900|2.0100|KOREA|||
2351022022|BRAZO DE BIELA ACCENT / GETZ|ELGTZ|00108|0.0000|19.4500|13.0200|CHINA|||
0K30C11210|BRAZO BIELA KIA RIO 1.5|RIO|00140|0.0000|29.4300|10.2300|KOREA|||
23510-02501|BRAZO BIELA KIA PICANTO|PICAN|00140|0.0000|28.7800|10.2300|KOREA|||
2410002200|ARBOL LEVA KIA PICANTO|PICAN|00159|0.0000|60.1900|20.4400|KOREA|||
PINT200|COPA CAJA 22E/20I ATOS|ELGTZ|00102|0.0000|24.8600|11.5600|KOREA|||
PINT202|COPA CAJA INT 25E/22I ACCENT|ACCEN|00102|0.0000|26.0300|13.0400|KOREA|||
PINT205|COPA CAJA INT 27E/23I TUCSON|TUCSO|00102|0.0000|32.6400|16.3500|KOREA|||
21020-26040-075|JGO. CONCHA BANCADA ACCENT / GETZ 0.30|GETZ|00108|0.0000|10.4600|5.1000|CHINA|||
21020-26040-100|JGO. CONCHA BANCADA ACCENT/ GETZ 0.40|GETZ|00108|0.0000|10.4600|5.1000|CHINA|||
21020-26040-STD|JGO. CONCHA BANCADA ACC/GETZ STD|GETZ|00108|0.0000|10.4600|5.1000|CHINA|||
22040-22010-030|JGO. ANILLO ACCENT 1.5 0.30|ACCEN|00100|0.0000|10.6300|5.3300|KOREA|||
22040-22010-050|JGO. ANILLOS ACCENT 1.5 0.20|ACCEN|00100|0.0000|10.6300|5.3300|KOREA|||
22040-22010-100|JGO. ANILLOS ACCENT 1.5 0.40|ACCEN|00100|0.0000|10.6300|5.3300|KOREA|||
23060-26040-STD|JGO. CONCHA BIELA ACCENT / GETZ STD|ELGTZ|00005|0.0000|6.6400|2.6500|KOREA|||
4171022600|BOMBIN CLUTCH INF ACCENT GETZ PMC|ELGTZ|00137|0.0000|19.8900|4.3100|KOREA|||
49507-22A00|PUNTA TRIPOIDE 25*22 ACCENT / GETZ|GETZ|00102|0.0000|27.9200|14.0500|KOREA|||
49507-25EF00|PUNTA TRIPOIDE 27*23 TUCSON T/A|TUCSO|00102|0.0000|27.9200|12.9500|KOREA|||
58115241S0-KAN|JGO. PASTILLA DELT. ACCENT / GETZ|GETZ|00102|0.0000|17.9800|6.2700|KOREA|||
MI55|PUNTA TRIPOIDE 25*23 ELANTRA T/A|OTROS|00131|0.0000|25.9900|13.0000|KOREA|||
MI66|PUNTA TRIPOIDE 25*25 ELANTRA T/M|ELAN|00102|0.0000|34.1500|16.0100|KOREA|||
58115241S0|JGO. PASTILLA ACCENT / GETZ PARTS MALL|GETZ|00002|0.0000|19.9600|8.0000|KOREA|||
VKBA904|SET RODAMIENTO TRASERO RIO|RIO|00102|0.0000|9.5800|4.8000|KOREA|||
0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.5|RIO|00108|0.0000|13.9900|3.0800|CHINA|||
31911-2D000|FILTRO GASOLINA ELANTRA XD|ELGTZ|00108|0.0000|5.0000|2.5000|CHINA|||
31112-1C000|FILTRO GASOLINA GETZ|ELGTZ|00108|0.0000|5.6000|2.8000|CHINA|||
31112-07000|FILTRO GASOLINA PICANTO|PICAN|00108|0.0000|6.2000|3.1000|CHINA|||
24410-23770-DHM|TENSOR CADENA TUCSON|TUCSO|00062|0.0000|19.5700|6.0000|CHINA|||
23040-26160-STD|JGO. ANILLO GETZ 1.6 STD FINO|ELGTZ|00062|0.0000|16.4600|4.5000|CHINA|||
23040-23300-050|JGO. ANILLO TUCSON 0.20 (0,50) FINO 2mm|TUCSO|00062|0.0000|16.9700|6.0000|CHINA|||
2304002970-STDD|JGO. ANILLO KIA PICANTO STD|PICAN|00062|0.0000|15.5500|4.2500|CHINA|||
2304002970-050D|JGO. ANILLO PICANTO 0.20 (0,50)|PICAN|00062|0.0000|18.5400|6.0000|CHINA|||
0K3Y011SC0|JGO. ANILLO KIA RIO 1.5 0.20 (0,50)|RIO|00062|0.0000|18.5400|6.0000|CHINA|||
0K3Y211SDX|JGO. ANILLO KIA RIO 1.5 STD|RIO|00062|0.0000|18.5400|6.0000|CHINA|||
KITGTZSTD|KIT PISTON Y ANILLO GETZ 1.6 STD|ELGTZ|00062|0.0000|50.8700|17.5000|CHINA|||
KITGTZ020|KIT PISTON Y ANILLO GETZ 1.6 0.20 (0.50)|ELGTZ|00062|0.0000|60.8200|17.5000|CHINA|||
KITRIOSTD|KIT PISTON Y ANILLO KIA RIO 1.5 STD|RIO|00062|0.0000|50.7400|16.2000|CHINA|||
KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.20 (0,50)|RIO|00062|0.0000|56.6500|16.2000|CHINA|||
KITPICSTD|KIT PISTON Y ANILLO KIA PICANTO STD|PICAN|00062|0.0000|56.6500|14.0000|CHINA|||
KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.20 (0,50)|PICAN|00062|0.0000|56.4600|14.0000|CHINA|||
21830-2D050-TA|BASE CAJA ELANTRA XD AUTOMATICO|ELGTZ|00118|0.0000|23.7600|7.6900|CHINA|||
UB93-41-400|BOMBA EMBRAGUE SUP. BT50|OTROS|00108|0.0000|14.8400|4.5800|CHINA|||
51720-FD000|RODAMIENTO DELANTERO RIO|RIO|00135|0.0000|6.0400|2.9300|KOREA|||
23060-23901|JGO. CONCHA BIELA TUCSON 0.10 23921|TUCSO|00065|0.0000|8.3000|2.6300|KOREA|||
23060-23902|JGO. CONCHA BIELA TUCSON 0.20 (0,50)|TUCSO|00024|0.0000|8.3000|2.9800|KOREA|||
21020-23901|JGO. CONCHA BANCADA ELANTRA 2.0  0.10 (0,25)|ELAN|00005|0.0000|13.7700|5.4400|KOREA|||
23040-26160|JGO. ANILLO GETZ 1.6 STD FINO KOBIS|ELGTZ|00112|0.0000|29.0300|10.4500|KOREA|||
23410-26511-STD|JGO. PISTON GETZ 1.6 STD FINO|GETZ|00115|0.0000|77.9800|24.5700|KOREA|||
23410-23AA1|JGO. PISTON STD TUCSON FINO 2mm|TUCSO|00115|0.0000|99.0400|31.5600|KOREA|||
23040-26912|JGO. ANILLO GETZ 1.6 0.20 (0,50) FINO|ELGTZ|00112|0.0000|20.7800|7.3100|KOREA|||
23410-26501|JGO. PISTON GETZ 1.6 0.20 (0,50)|GETZ|00115|0.0000|79.3600|13.2400|KOREA|||
96966707-REX|POLEA UNICA AVEO REX|OTROS|00007|0.0000|4.5700|2.7300|KOREA|||
23040-23972-020|JGO. ANILLO TUCSON 0.20 FINO|TUCSO|00112|0.0000|39.3300|13.5900|KOREA|||
23040-23972-STD|JGO. ANILLO TUCSON STD FINO 2mm|TUCSO|00112|0.0000|32.0800|13.0000|KOREA|||
93742699|JGO. PISTON OPTRA STD|OTROS|00115|0.0000|66.6200|39.7300|KOREA|||
22441-23762|EMPACADURA TAPA VALVULA ELANTRA 13 H|OTROS|00108|0.0000|5.5700|0.0000|CHINA|||
L-2153|TERMINAL KIA RIO STYLUS IS3|RIO|00130|0.0000|11.1000|5.4800|KOREA|||
L2935R-568202E9|TERMINAL TUCSON RH IS3|TUCSO|00130|0.0000|16.6200|8.2100|KOREA|||
L2935L-568202E0|TERMINAL TUCSON LH IS3|TUCSO|00130|0.0000|16.6200|8.2100|KOREA|||
MI-55MR|PUNTA TRIPOIDE ELANTRA 23*25 MASTER|OTROS|00131|0.0000|26.5500|13.0000|KOREA|||
MI-61AMR|PUNTA TRIPOIDE TUCSON 25*27 MASTER|TUCSO|00131|0.0000|44.2700|21.8500|KOREA|||
MI-002MR|PUNTA TRIPOIDE ACCENT / GETZ MASTER|GETZ|00131|0.0000|23.9700|12.0000|KOREA|||
X-0689-517602|MUNON TUCSON / SPORTAGE|TUCSO|00131|0.0000|13.8900|6.8500|KOREA|||
X-0007-54520316|MUNON ACCENT / GETZ|GETZ|00131|0.0000|10.4900|5.0000|KOREA|||
G22048015L|AMORT. TRAS. LH ELANTRA|ELGTZ|00130|0.0000|59.5500|26.2700|KOREA|||
G22048015R|AMORT. TRAS RH ELANTRA|ELGTZ|00130|0.0000|59.5500|26.2700|KOREA|||
G22048019L|AMORT. DEL LH ELANTRA|ELAN|00130|0.0000|59.5500|26.2700|KOREA|||
G22048019R|AMORT. DEL RH ELANTRA|ELAN|00130|0.0000|59.5500|26.2700|KOREA|||
55351-2E501|AMORT. TRAS LH TUCSON|TUCSO|00130|0.0000|64.8900|29.4200|KOREA|||
55361-2E501|AMORT. TRAS RH TUCSON|TUCSO|00130|0.0000|64.8900|29.4200|KOREA|||
G22250110LT|AMORT. TUCSON DEL. LH|TUCSO|00130|0.0000|78.0700|38.5400|KOREA|||
G22250110RT|AMORT. TUCSON DEL. RH|TUCSO|00130|0.0000|78.0700|38.5400|KOREA|||
54830-07000|BIELETA KIA PICANTO LH|PICAN|00002|0.0000|7.9600|2.9100|KOREA|||
54840-07000|BIELETA KIA PICANTO RH|PICAN|00002|0.0000|7.9600|2.8500|KOREA|||
41610-2E005|BOMBA CLUTCH TUCSON KAC11990CG|TUCSO|00069|0.0000|33.1500|13.0400|KOREA|||
54584-17000|BUJE MESETA GRANDE ELANTRA XD|ELGTZ|00095|0.0000|5.9000|1.8900|KOREA|||
41710-39001-PMC|BOMBIN CLUTCH INFERIOR TUCSON/ELAN|TUCSO|00114|0.0000|12.7200|4.4800|KOREA|||
58510-2E100|BOMBA FRENO KIA SPORTAGE 2.7|OTROS|00004|0.0000|175.0600|55.0600|KOREA|||
24350-23800|ENGRANAJE CVVT TUCSON MOBIS|TUCSO|00004|0.0000|236.9300|70.8200|KOREA|||
0K30A-43400C|BOMBA FRENO KIA RIO STYLUS|RIO|00004|0.0000|262.4400|83.6300|KOREA|||
24521-22010|FLAUTA ADM ACCENT|ACCEN|00140|0.0000|26.9200|8.5600|KOREA|||
0K9B166120|CONMUTADOR LUCES KIA RIO STYLUS|RIO|00004|0.0000|98.5000|31.3900|KOREA|||
BB8060L-54501FD|MESETA KIA RIO STYLUS LH|RIO|00077|0.0000|32.2000|14.0700|KOREA|||
54501-FD000|MESETA KIA RIO STYLUS RH|RIO||0.0000|0.0000|0.0000||||
MDX5033061|MOSO DELANTERO KIA RIO STYLUS S/ESPA|RIO|00102|0.0000|27.9200|12.8500|KOREA|||
23060-23901-050|JGO. CONCHA BIELA TUCSON 0.50 ORIG|TUCSO|00108|0.0000|9.0900|3.6000|CHINA|||
23060-23901-075|JGO. CONCHA BIELA TUCSON 0.75 ORIG|TUCSO|00108|0.0000|7.9100|3.6000|CHINA|||
23060-23901-STD|JGO. CONCHA BIELA TUCSON STD ORIG|TUCSO|00108|0.0000|7.9100|3.6000|CHINA|||
0KY0-11SF0-025|JGO. CONCHA BIELA KIA RIO 0.10 (0,25) ORIG|RIO|00108|0.0000|8.1900|3.5200|CHINA|||
0K3Y0-11SFX-050|JGO. CONCHA BIELA KIA RIO 0.20 (0,50) ORIG|RIO|00108|0.0000|8.1900|3.5200|CHINA|||
21030-23300-OEM|JGO. SEPARADOR AXIAL TUCSON STD|TUCSO|00108|0.0000|6.2900|1.2500|CHINA|||
L2137-568202500|TERMINAL ACCENT/GETZ/ELAN|GETZ|00131|0.0000|11.1000|5.4800|KOREA|||
KA-29|PUNTA TRIPOIDE KIA SPORTAGE 24*27|OTROS|00131|0.0000|34.9200|17.0000|KOREA|||
MI-58AMR|PUNTA TRIPOIDE SANTA FE 36*30|OTROS|00131|0.0000|50.3400|24.8600|KOREA|||
MI-62AMR|PUNTA TRIPOIDE TUCSON 27*23 C/ABS|TUCSO|00131|0.0000|40.4100|19.9400|KOREA|||
MI-67AMR|PUNTA TRIPOIDE ELANTRA 24*25 C/ABS|ELAN|00131|0.0000|38.0700|16.4800|KOREA|||
MI-66MR|PUNTA TRIPOIDE ELANTRA 25*30|ELAN|00131|0.0000|38.3900|18.9500|KOREA|||
DG-5532|BIELETA DELANTERA TUCSON/SPORTAGE|TUCSO|00131|0.0000|11.1000|5.4800|KOREA|||
21810-2C300|BASE MOTOR RH ELANTRA|ELGTZ|00002|0.0000|39.4900|15.7500|KOREA|||
21830-2E000|BASE CAJA TUCSON T/M - T/A 4X4|TUCSO|00118|0.0000|32.9800|9.9400|CHINA|||
21830-1C270|BASE CAJA LH GETZ|ELGTZ|00143|0.0000|45.4100|19.9600|KOREA|||
54610-2E000-MAS|BASE AMORT. DEL TUCSON|TUCSO|00143|0.0000|19.3900|9.4600|KOREA|||
54610-29000SM|BASE AMORT. DEL ELANTRA MASTER|ELAN|00131|0.0000|17.9500|9.0000|KOREA|||
54610-25000|BASE AMORT. DEL ACC/ GETZ|GETZ|00131|0.0000|16.7900|8.1900|KOREA|||
219302D101|BASE MOTOR TRASERA ELANTRA XD|ELGTZ|00002|0.0000|16.7300|6.2200|KOREA|||
27301-37120|BOBINA SPORTAGE 2.7 DENSO|SPTFE|00002|0.0000|67.0200|27.1400|KOREA|||
27301-23510-OEM|BOBINA ELANTRA 2.0 MOBIS|ELGTZ|00004|0.0000|78.9000|23.5900|KOREA|||
21310-37100-PMC|BOMBA ACEITE SPORTAGE 2.7 PMC|SPTFE|00007|0.0000|112.8300|35.8500|KOREA|||
21310-02550-PMC|BOMBA ACEITE KIA PICANTO PMC|PICAN|00002|0.0000|61.5300|22.4900|KOREA|||
25100-37202-PMC|BOMBA AGUA SPORTAGE 2.7/ STA FE GOLD 0-5|SPTFE|00002|0.0000|47.0200|16.8100|KOREA|||
