codmovart|fecha_mov|tipinv|cantidad|almacen|numdoc
23356-42500|2023-05-12 00:00:00|SAL|7|01|103184
42620-39200|2023-05-12 00:00:00|SAL|7|01|103184
57724-2D000-KP|2023-06-15 00:00:00|SAL|6|01|103185
24312-02270|2023-06-15 00:00:00|SAL|7|01|103185
0K247-18911-SEO|2023-06-15 00:00:00|SAL|9|01|103185
23040-23972-075|2023-06-15 00:00:00|SAL|4|01|103185
0K65B-10220B|2023-03-09 00:00:00|SAL|7|01|103186
25212-2E820|2023-03-09 00:00:00|SAL|9|01|103186
20910-38E00-SEO|2023-03-09 00:00:00|SAL|4|01|103186
25327-B4000|2023-01-02 00:00:00|SAL|8|01|103187
55530-17010|2023-01-02 00:00:00|SAL|5|01|103187
2306002591-PMC|2023-01-02 00:00:00|SAL|9|01|103187
23410-25201|2023-01-02 00:00:00|SAL|8|01|103187
54551-3K000|2023-03-04 00:00:00|SAL|4|01|103188
23040-4Z910-OEM|2023-04-29 00:00:00|SAL|8|01|103189
41610-1C010-CH|2023-04-29 00:00:00|SAL|7|01|103189
25412-22010|2023-02-03 00:00:00|SAL|8|01|103190
41600-4H100|2023-02-03 00:00:00|SAL|3|01|103190
54503-38A01-PMC|2023-02-03 00:00:00|SAL|4|01|103190
35170-26900-SEO|2023-10-15 00:00:00|SAL|4|01|103191
24355-3C200-SE|2023-10-15 00:00:00|SAL|10|01|103191
94460-1C000-SEO|2023-10-15 00:00:00|SAL|1|01|103191
978342D520|2023-10-15 00:00:00|SAL|8|01|103191
21930-1C130|2023-10-23 00:00:00|SAL|7|01|103192
ESTO-342|2023-10-23 00:00:00|SAL|2|01|103192
25310-2E100A-SE|2023-06-11 00:00:00|SAL|10|01|103193
54530-07000-CH|2023-06-11 00:00:00|SAL|2|01|103193
HDK-073|2023-06-11 00:00:00|SAL|10|01|103193
24312-02270-BA|2023-06-11 00:00:00|SAL|9|01|103193
21830-1C370-KP|2023-06-11 00:00:00|SAL|5|01|103193
4PK895|2023-07-17 00:00:00|SAL|7|01|103194
28113-32510|2023-09-03 00:00:00|SAL|8|01|103195
93490-2D000-SEO|2023-09-03 00:00:00|SAL|5|01|103195
KIK-017-KP|2023-09-03 00:00:00|SAL|1|01|103195
21310-3C300|2023-08-16 00:00:00|SAL|8|01|103196
23410-37317-STD|2023-08-16 00:00:00|SAL|9|01|103196
25441-26100|2023-06-30 00:00:00|SAL|3|01|103197
27300-3980B-SEO|2023-06-30 00:00:00|SAL|7|01|103197
97133-2B010|2023-06-30 00:00:00|SAL|2|01|103197
22100-38410-ASS|2023-06-30 00:00:00|SAL|3|01|103197
0VN01-13H50C-SE|2023-03-15 00:00:00|SAL|2|01|103198
55311-2D000|2023-03-15 00:00:00|SAL|10|01|103198
21030-23100|2023-01-16 00:00:00|SAL|1|01|103199
KK1Y011SG0|2023-01-16 00:00:00|SAL|10|01|103199
35150-33010|2023-11-26 00:00:00|SAL|1|01|103200
54610-2B000|2023-11-26 00:00:00|SAL|10|01|103200
23110-23780|2023-11-18 00:00:00|SAL|8|01|103201
0K30E-18140-SE|2023-11-27 00:00:00|SAL|8|01|103202
22144-39001-HAN|2023-11-27 00:00:00|SAL|6|01|103202
57724-2D000|2023-11-27 00:00:00|SAL|9|01|103202
31380-3K100-SEO|2023-11-27 00:00:00|SAL|8|01|103202
94460-1C000-SEO|2023-11-27 00:00:00|SAL|7|01|103202
82210-2E000-SEO|2023-03-09 00:00:00|SAL|8|01|103203
24810-2X700-SE|2023-03-09 00:00:00|SAL|5|01|103203
KITSPORT020|2023-03-17 00:00:00|SAL|2|01|103204
57730-4F000|2023-03-17 00:00:00|SAL|6|01|103204
23510-3E101|2023-03-17 00:00:00|SAL|2|01|103204
35310-37150-SEO|2023-03-17 00:00:00|SAL|2|01|103204
21810-1C220-KP|2023-07-29 00:00:00|SAL|9|01|103205
21443-2A001|2023-07-29 00:00:00|SAL|2|01|103205
0K72A-62-610-SE|2023-07-29 00:00:00|SAL|9|01|103205
51830-4A400|2023-12-13 00:00:00|SAL|5|01|103206
25100-26550-PMC|2023-12-13 00:00:00|SAL|1|01|103206
25411-07000|2023-04-20 00:00:00|SAL|1|01|103207
41421-02000-K|2023-04-20 00:00:00|SAL|8|01|103207
22441-2B000|2023-04-20 00:00:00|SAL|7|01|103207
22211-3C811|2023-09-14 00:00:00|SAL|1|01|103208
22441-3E021|2023-09-14 00:00:00|SAL|2|01|103208
25620-25002|2023-09-14 00:00:00|SAL|5|01|103208
58129-44010|2023-09-14 00:00:00|SAL|1|01|103208
23060-37922|2023-09-14 00:00:00|SAL|3|01|103208
0K72A-34200A-SE|2023-07-06 00:00:00|SAL|8|01|103209
KK1Y0-11SJ0-025|2023-07-06 00:00:00|SAL|2|01|103209
2183007100|2023-07-06 00:00:00|SAL|5|01|103209
54500-2E000|2023-07-06 00:00:00|SAL|4|01|103209
35310-2C000-TKC|2023-04-23 00:00:00|SAL|5|01|103210
31112-1R000|2023-10-14 00:00:00|SAL|2|01|103211
31911-2F000|2023-10-14 00:00:00|SAL|8|01|103211
25412-07000-SEO|2023-10-14 00:00:00|SAL|9|01|103211
24312-02270|2023-03-07 00:00:00|SAL|2|01|103212
28100-39400-SEO|2023-03-07 00:00:00|SAL|2|01|103212
28113-3K200-SEO|2023-04-17 00:00:00|SAL|8|01|103213
57110-1C501|2023-02-12 00:00:00|SAL|8|01|103214
23410-23AA1-STD|2023-02-12 00:00:00|SAL|8|01|103214
0K79A-18300|2023-04-12 00:00:00|SAL|8|01|103215
25500-37200-SE|2023-10-21 00:00:00|SAL|1|01|103216
KITPISPIC-020|2023-11-21 00:00:00|SAL|8|01|103217
39250-37100|2023-11-21 00:00:00|SAL|2|01|103217
54501-FD000-KOR|2023-11-21 00:00:00|SAL|8|01|103217
51750-FD000-KP|2023-11-21 00:00:00|SAL|8|01|103217
22441-2G000|2023-06-18 00:00:00|SAL|8|01|103218
24355-23770-TKC|2023-06-18 00:00:00|SAL|10|01|103218
51720-FD000|2023-01-28 00:00:00|SAL|5|01|103219
27301-26640|2023-01-28 00:00:00|SAL|5|01|103219
24810-37120|2023-01-28 00:00:00|SAL|7|01|103219
23060-42920|2023-01-28 00:00:00|SAL|6|01|103219
39310-39800|2023-01-28 00:00:00|SAL|3|01|103219
51712-2E300|2023-09-26 00:00:00|SAL|4|01|103220
20910-26E00-SEO|2023-09-26 00:00:00|SAL|1|01|103220
56820-3K500|2023-09-26 00:00:00|SAL|7|01|103220
21910-2D050-DHM|2023-09-26 00:00:00|SAL|5|01|103220
27300-2E000|2023-12-15 00:00:00|SAL|8|01|103221
54501-4H500|2023-12-15 00:00:00|SAL|5|01|103221
41100-22715|2023-12-15 00:00:00|SAL|1|01|103221
22311-37320|2023-12-15 00:00:00|SAL|10|01|103221
KIT-0K72A|2023-05-12 00:00:00|SAL|4|01|103222
54813-3K100|2023-05-12 00:00:00|SAL|7|01|103222
94460-22020-SEO|2023-03-01 00:00:00|SAL|2|01|103223
94460-1D000-SEO|2023-03-01 00:00:00|SAL|10|01|103223
98510-1C000|2023-06-18 00:00:00|SAL|5|01|103224
58510-4H000|2023-06-18 00:00:00|SAL|4|01|103224
57321-29100|2023-05-09 00:00:00|SAL|2|01|103225
25380-2B100|2023-05-09 00:00:00|SAL|7|01|103225
6PK2584|2023-11-07 00:00:00|SAL|6|01|103226
24450-37100-UNI|2023-09-05 00:00:00|SAL|6|01|103227
35310-23600|2023-09-05 00:00:00|SAL|2|01|103227
25631-3C100|2023-09-05 00:00:00|SAL|4|01|103227
58411-FD100|2023-09-05 00:00:00|SAL|7|01|103227
54551-2E000|2023-09-05 00:00:00|SAL|9|01|103227
24410-2X701-SE|2023-02-13 00:00:00|SAL|4|01|103228
94460-2E200|2023-02-13 00:00:00|SAL|2|01|103228
23410-3E011-050|2023-02-13 00:00:00|SAL|1|01|103228
52710-2E500|2023-02-13 00:00:00|SAL|5|01|103228
54650-2B200|2023-08-03 00:00:00|SAL|3|01|103229
21830-2E100|2023-08-03 00:00:00|SAL|7|01|103229
0K30E-15-172|2023-08-03 00:00:00|SAL|9|01|103229
KDX5032240B-KP|2023-08-03 00:00:00|SAL|7|01|103229
31911-09000|2023-08-03 00:00:00|SAL|10|01|103229
KITPISTUC-STD|2023-07-11 00:00:00|SAL|8|01|103230
21930-1F100|2023-01-21 00:00:00|SAL|2|01|103231
31115-2D000-OEM|2023-01-21 00:00:00|SAL|1|01|103231
92101-1F511|2023-01-21 00:00:00|SAL|3|01|103231
KITPISGETZ050|2023-01-21 00:00:00|SAL|2|01|103231
20910-02H00-OEM|2023-05-27 00:00:00|SAL|4|01|103232
24810-31720-OEM|2023-05-27 00:00:00|SAL|4|01|103232
51716-FD000-KP|2023-06-06 00:00:00|SAL|7|01|103233
23040-25200-STT|2023-06-06 00:00:00|SAL|9|01|103233
55530-3K000|2023-08-03 00:00:00|SAL|10|01|103234
22224-23001-16|2023-08-03 00:00:00|SAL|5|01|103234
57100-4E001|2023-07-03 00:00:00|SAL|2|01|103235
35310-37150-SEO|2023-07-03 00:00:00|SAL|1|01|103235
41710-39001|2023-07-03 00:00:00|SAL|6|01|103235
ESTO-342|2023-07-03 00:00:00|SAL|3|01|103235
86350-1F500|2023-07-03 00:00:00|SAL|3|01|103235
25412-22010|2023-03-05 00:00:00|SAL|3|01|103236
25631-23501-SE|2023-03-05 00:00:00|SAL|9|01|103236
94460-D3000|2023-03-05 00:00:00|SAL|10|01|103236
56820-3X090|2023-11-14 00:00:00|SAL|8|01|103237
22311-38400|2023-05-09 00:00:00|SAL|8|01|103238
0K60A-34-156|2023-05-09 00:00:00|SAL|5|01|103238
0K3Y0-11-SC0-07|2023-05-12 00:00:00|SAL|2|01|103239
54611-3K030|2023-05-12 00:00:00|SAL|4|01|103239
0K72A-33-047-K|2023-05-12 00:00:00|SAL|1|01|103239
24200-26004|2023-05-12 00:00:00|SAL|8|01|103239
31380-2E000|2023-05-12 00:00:00|SAL|7|01|103239
0VN01-12-420A|2023-12-29 00:00:00|SAL|7|01|103240
23041-2B001-SEO|2023-12-29 00:00:00|SAL|6|01|103240
57170-2D101-K|2023-12-29 00:00:00|SAL|5|01|103240
39180-22060-K|2023-12-29 00:00:00|SAL|1|01|103240
37300-3C120|2023-06-16 00:00:00|SAL|7|01|103241
23040-22300-STD|2023-06-16 00:00:00|SAL|7|01|103241
218102D100|2023-09-17 00:00:00|SAL|5|01|103242
62486-2E000|2023-09-17 00:00:00|SAL|9|01|103242
58330-02000-SEO|2023-09-17 00:00:00|SAL|1|01|103242
22311-22350|2023-09-17 00:00:00|SAL|3|01|103242
OK30C-50220|2023-09-16 00:00:00|SAL|4|01|103243
23410-26111-STD|2023-09-16 00:00:00|SAL|2|01|103243
20910-22AE0|2023-09-16 00:00:00|SAL|7|01|103243
24355-26710|2023-09-16 00:00:00|SAL|7|01|103243
24211-26100|2023-09-16 00:00:00|SAL|10|01|103243
24355-23800-K|2023-01-05 00:00:00|SAL|7|01|103244
54555-26000|2023-01-05 00:00:00|SAL|9|01|103244
57724-2E000|2023-01-05 00:00:00|SAL|7|01|103244
57321-29100-DHM|2023-01-05 00:00:00|SAL|6|01|103244
57700-4H000|2023-01-05 00:00:00|SAL|2|01|103244
22400-2X001-KP|2023-01-18 00:00:00|SAL|9|01|103245
21020-03003|2023-01-18 00:00:00|SAL|2|01|103245
58101-D7A10|2023-01-18 00:00:00|SAL|8|01|103245
39310-02200-OEM|2023-01-18 00:00:00|SAL|8|01|103245
93410-1C000|2023-04-10 00:00:00|SAL|7|01|103246
23060-23901-STD|2023-10-09 00:00:00|SAL|1|01|103247
0S08941400-X2|2023-10-09 00:00:00|SAL|2|01|103247
23060-22960-025|2023-10-09 00:00:00|SAL|7|01|103247
25380-2F901|2023-10-09 00:00:00|SAL|6|01|103247
54540-4B001|2023-01-12 00:00:00|SAL|8|01|103248
KDX5032240B-KP|2023-12-01 00:00:00|SAL|1|01|103249
25500-22500-TKC|2023-02-10 00:00:00|SAL|4|01|103250
51720-02000-OEM|2023-07-15 00:00:00|SAL|2|01|103251
86812-07500-SEO|2023-07-15 00:00:00|SAL|10|01|103251
94460-2E200-SEO|2023-07-25 00:00:00|SAL|4|01|103252
23121-25000|2023-12-10 00:00:00|SAL|8|01|103253
56820-2G900|2023-12-10 00:00:00|SAL|1|01|103253
24356-3E000-SE|2023-12-10 00:00:00|SAL|6|01|103253
KITRODPRE-REE|2023-12-10 00:00:00|SAL|2|01|103253
25412-2E100|2023-06-19 00:00:00|SAL|5|01|103254
553102D000|2023-08-15 00:00:00|SAL|7|01|103255
22441-37110-OEM|2023-11-07 00:00:00|SAL|4|01|103256
24321-37100-SE|2023-11-07 00:00:00|SAL|7|01|103256
23040-23000|2023-11-07 00:00:00|SAL|2|01|103256
0K30E-18-131B-S|2023-11-07 00:00:00|SAL|6|01|103256
TK-HY003|2023-12-29 00:00:00|SAL|8|01|103257
82662-4A300-SEO|2023-12-29 00:00:00|SAL|2|01|103257
86821-2E000-SEO|2023-09-17 00:00:00|SAL|2|01|103258
21310-02550|2023-09-17 00:00:00|SAL|9|01|103258
27460-39010|2023-09-17 00:00:00|SAL|1|01|103258
41421-28000|2023-09-17 00:00:00|SAL|5|01|103258
MG03026154A-SE|2023-09-17 00:00:00|SAL|9|01|103258
8262022001|2023-02-17 00:00:00|SAL|2|01|103259
KITPISH19-020|2023-02-17 00:00:00|SAL|8|01|103259
54410-3F601|2023-02-17 00:00:00|SAL|7|01|103259
23111-26100|2023-09-13 00:00:00|SAL|9|01|103260
58380-02000-SEO|2023-09-13 00:00:00|SAL|9|01|103260
0K72A-16460|2023-09-13 00:00:00|SAL|5|01|103260
21020-02540-PMC|2023-09-13 00:00:00|SAL|8|01|103260
24312-3C100|2023-07-09 00:00:00|SAL|10|01|103261
22211-23600-OEM|2023-09-03 00:00:00|SAL|9|01|103262
51760-2E000-K|2023-09-03 00:00:00|SAL|5|01|103262
27301-38020|2023-09-03 00:00:00|SAL|4|01|103262
56820-1G000-SEO|2023-02-15 00:00:00|SAL|5|01|103263
0K6Z211SHX-PMC|2023-02-15 00:00:00|SAL|5|01|103263
006Y0-11-SJ0|2023-02-15 00:00:00|SAL|7|01|103263
0K60C-23-570|2023-06-26 00:00:00|SAL|5|01|103264
39210-02640|2023-08-26 00:00:00|SAL|2|01|103265
94460-2D030|2023-08-26 00:00:00|SAL|10|01|103265
21310-38062|2023-08-26 00:00:00|SAL|8|01|103265
0SE01-11213|2023-08-26 00:00:00|SAL|4|01|103265
25460-23000|2023-08-26 00:00:00|SAL|1|01|103265
0K77P-15200B|2023-08-08 00:00:00|SAL|3|01|103266
0K60A-15-185|2023-07-29 00:00:00|SAL|4|01|103267
0K72A-26710|2023-07-29 00:00:00|SAL|2|01|103267
55311-3K030|2023-07-29 00:00:00|SAL|10|01|103267
54811-3E110-SEO|2023-07-14 00:00:00|SAL|9|01|103268
54830-2E000|2023-07-14 00:00:00|SAL|5|01|103268
22211-26600|2023-07-14 00:00:00|SAL|8|01|103268
0K6Z211SG0|2023-07-14 00:00:00|SAL|7|01|103268
0K622-18-510|2023-08-08 00:00:00|SAL|4|01|103269
25330-2E000-OEM|2023-08-08 00:00:00|SAL|2|01|103269
24810-37120-UNI|2023-09-15 00:00:00|SAL|1|01|103270
0K3Y011SC0|2023-09-15 00:00:00|SAL|8|01|103270
0K1Y011-SGO-050|2023-09-15 00:00:00|SAL|3|01|103270
21930-2E300-SEO|2023-09-15 00:00:00|SAL|3|01|103270
0K52Y-20-490|2023-09-15 00:00:00|SAL|1|01|103270
0K30A-18-891-K|2023-01-26 00:00:00|SAL|3|01|103271
24350-23800-SEO|2023-01-26 00:00:00|SAL|6|01|103271
22443-23001-SE|2023-01-26 00:00:00|SAL|2|01|103271
585102E100|2023-01-26 00:00:00|SAL|5|01|103271
21020-26040-100|2023-02-07 00:00:00|SAL|4|01|103272
0K72A-33075-SEO|2023-02-07 00:00:00|SAL|10|01|103272
K0AD4-10270|2023-02-07 00:00:00|SAL|10|01|103272
3922022020|2023-02-07 00:00:00|SAL|3|01|103272
54551-3K000|2023-12-17 00:00:00|SAL|1|01|103273
92201-FD000-SEO|2023-12-17 00:00:00|SAL|8|01|103273
KITGTZ030|2023-12-17 00:00:00|SAL|2|01|103273
46512-39600|2023-12-17 00:00:00|SAL|2|01|103273
25460-2C000|2023-12-17 00:00:00|SAL|9|01|103273
97133-2E210|2023-01-18 00:00:00|SAL|3|01|103274
23060-02502|2023-01-18 00:00:00|SAL|10|01|103274
0K3Y011SFX|2023-01-18 00:00:00|SAL|3|01|103274
25310-2E100A-SE|2023-09-04 00:00:00|SAL|5|01|103275
0K30E-10602|2023-11-07 00:00:00|SAL|1|01|103276
97133-2B010|2023-11-07 00:00:00|SAL|3|01|103276
KITPISPIC-STD|2023-07-05 00:00:00|SAL|1|01|103277
51750-4D000-SEO|2023-07-05 00:00:00|SAL|4|01|103277
56820-38900|2023-07-05 00:00:00|SAL|9|01|103277
25412-2D100-SE|2023-07-05 00:00:00|SAL|2|01|103277
56500-2S001|2023-02-09 00:00:00|SAL|1|01|103278
21350-2E330-SEO|2023-02-09 00:00:00|SAL|6|01|103278
581013CA70-PMC|2023-02-09 00:00:00|SAL|9|01|103278
0K65A-10104A-SE|2023-02-09 00:00:00|SAL|6|01|103278
0S08941400-X2|2023-02-09 00:00:00|SAL|7|01|103278
93410-1C000-SEO|2023-08-21 00:00:00|SAL|6|01|103279
97730-2D100|2023-08-21 00:00:00|SAL|7|01|103279
23124-2X010|2023-08-21 00:00:00|SAL|6|01|103279
58330-FD200-SEO|2023-08-21 00:00:00|SAL|9|01|103279
54830-2D000-DHM|2023-04-12 00:00:00|SAL|9|01|103280
39318-39800|2023-04-12 00:00:00|SAL|8|01|103280
22410-26610-K|2023-04-12 00:00:00|SAL|10|01|103280
96509-31004-TKC|2023-05-01 00:00:00|SAL|6|01|103281
51712-FD200|2023-05-01 00:00:00|SAL|1|01|103281
54500-1C000-CH|2023-05-01 00:00:00|SAL|5|01|103281
0K75B18140|2023-03-31 00:00:00|SAL|7|01|103282
24110-3E010|2023-03-31 00:00:00|SAL|2|01|103282
39210-3C200-SEO|2023-03-31 00:00:00|SAL|2|01|103282
21020-26040-050|2023-03-31 00:00:00|SAL|3|01|103282
51720-FD000-SEO|2023-02-26 00:00:00|SAL|2|01|103283
25100-26902|2023-02-26 00:00:00|SAL|9|01|103283
24321-2G111|2023-02-26 00:00:00|SAL|9|01|103283
46321-22731|2023-02-26 00:00:00|SAL|3|01|103283
25212-25000|2023-02-26 00:00:00|SAL|3|01|103283
41431-39260-SEO|2023-06-16 00:00:00|SAL|3|01|103284
24431-26000|2023-06-16 00:00:00|SAL|8|01|103284
56825-D3000|2023-06-16 00:00:00|SAL|4|01|103284
39350-23500-TKC|2023-06-16 00:00:00|SAL|1|01|103284
21810-2E200-MOB|2023-06-16 00:00:00|SAL|3|01|103284
25100-38002|2023-04-10 00:00:00|SAL|6|01|103285
2304002970-050D|2023-04-10 00:00:00|SAL|7|01|103285
22224-23500-OEM|2023-04-10 00:00:00|SAL|8|01|103285
39300-22600|2023-09-24 00:00:00|SAL|4|01|103286
978342D520-K|2023-09-24 00:00:00|SAL|3|01|103286
KIT-02|2023-09-24 00:00:00|SAL|6|01|103286
21811-4A200|2023-09-24 00:00:00|SAL|2|01|103286
54840-1G000-SEO|2023-09-24 00:00:00|SAL|5|01|103286
25411-2D000-SE|2023-06-12 00:00:00|SAL|6|01|103287
82210-2E000-SEO|2023-06-12 00:00:00|SAL|5|01|103287
24410-26000-SE|2023-06-12 00:00:00|SAL|9|01|103287
54540-FD000|2023-06-12 00:00:00|SAL|8|01|103287
54501-2E000|2023-06-12 00:00:00|SAL|7|01|103287
24410-38001|2023-07-03 00:00:00|SAL|10|01|103288
22100-22021-SEO|2023-07-03 00:00:00|SAL|2|01|103288
31112-1G000|2023-07-03 00:00:00|SAL|5|01|103288
27501-23B70|2023-07-03 00:00:00|SAL|8|01|103288
23110-4X000|2023-08-13 00:00:00|SAL|4|01|103289
23121-3C100-SEO|2023-01-26 00:00:00|SAL|1|01|103290
25500-37200-TKC|2023-01-06 00:00:00|SAL|10|01|103291
97310-07000-SEO|2023-01-06 00:00:00|SAL|10|01|103291
21910-2E501|2023-01-06 00:00:00|SAL|8|01|103291
25100-42541|2023-01-06 00:00:00|SAL|5|01|103291
97730-4D800|2023-05-04 00:00:00|SAL|4|01|103292
231104X000|2023-05-04 00:00:00|SAL|9|01|103292
56820-2E000-CH|2023-05-04 00:00:00|SAL|5|01|103292
27301-2370B-SEO|2023-05-04 00:00:00|SAL|4|01|103292
21810-26500|2023-07-02 00:00:00|SAL|10|01|103293
21443-33005-KOS|2023-07-02 00:00:00|SAL|8|01|103293
24100-02200-SEO|2023-07-02 00:00:00|SAL|5|01|103293
25411-2D000-SE|2023-07-02 00:00:00|SAL|7|01|103293
23041-3C603-075|2023-05-19 00:00:00|SAL|8|01|103294
93110-22000-SEO|2023-05-19 00:00:00|SAL|10|01|103294
4PK890|2023-05-19 00:00:00|SAL|5|01|103294
24355-3C100/200|2023-05-19 00:00:00|SAL|1|01|103294
21030-23300-OEM|2023-05-19 00:00:00|SAL|7|01|103294
23040-3E001|2023-05-13 00:00:00|SAL|4|01|103295
31115-2D000-SEO|2023-05-13 00:00:00|SAL|5|01|103295
39220-3C100|2023-08-06 00:00:00|SAL|9|01|103296
41610-22060-CH|2023-08-06 00:00:00|SAL|5|01|103296
23040-22300-050|2023-08-06 00:00:00|SAL|2|01|103296
54530-07000-CH|2023-08-06 00:00:00|SAL|6|01|103296
24200-03051|2023-08-06 00:00:00|SAL|10|01|103296
HDK-062-KP|2023-12-10 00:00:00|SAL|5|01|103297
23041-3C502-075|2023-12-10 00:00:00|SAL|6|01|103297
23110-38230|2023-12-10 00:00:00|SAL|5|01|103297
82660-2E000|2023-12-10 00:00:00|SAL|7|01|103297
0W001-25-060A-S|2023-12-10 00:00:00|SAL|3|01|103297
23040-3C100-050|2023-08-13 00:00:00|SAL|1|01|103298
57581-2E001-SE|2023-07-03 00:00:00|SAL|4|01|103299
PINT200|2023-07-03 00:00:00|SAL|8|01|103299
54840-1G000|2023-07-03 00:00:00|SAL|10|01|103299
21421-21030-K|2023-07-03 00:00:00|SAL|8|01|103299
54830-FD000-DHM|2023-03-24 00:00:00|SAL|9|01|103300
0K30E-12111|2023-03-24 00:00:00|SAL|9|01|103300
54551-2E000|2023-11-08 00:00:00|SAL|8|01|103301
0K30A-26111C-SE|2023-11-08 00:00:00|SAL|1|01|103301
0K247-10-235B|2023-11-08 00:00:00|SAL|6|01|103301
39310-02200-OEM|2023-11-02 00:00:00|SAL|5|01|103302
0K75B3328Z-PMC|2023-11-02 00:00:00|SAL|4|01|103302
0K2FT-15-185|2023-11-02 00:00:00|SAL|3|01|103302
82220-2D000-SEO|2023-07-10 00:00:00|SAL|6|01|103303
41700-4H100-SEO|2023-07-10 00:00:00|SAL|7|01|103303
21421-03001|2023-11-20 00:00:00|SAL|8|01|103304
0S089-41400|2023-11-20 00:00:00|SAL|6|01|103304
82220-1C002-SEO|2023-11-20 00:00:00|SAL|4|01|103304
24510-02500-SEO|2023-11-20 00:00:00|SAL|7|01|103304
86510-FD040-SEO|2023-04-20 00:00:00|SAL|5|01|103305
94460-07100-SEO|2023-06-15 00:00:00|SAL|6|01|103306
22100-26100-SEO|2023-06-15 00:00:00|SAL|3|01|103306
96966707-REX|2023-06-15 00:00:00|SAL|3|01|103306
54410-3E100|2023-06-15 00:00:00|SAL|7|01|103306
9783429010|2023-07-07 00:00:00|SAL|9|01|103307
39180-3E100-SE|2023-07-07 00:00:00|SAL|2|01|103307
HDK-110|2023-07-07 00:00:00|SAL|5|01|103307
24810-38001|2023-08-24 00:00:00|SAL|6|01|103308
23356-42500|2023-08-24 00:00:00|SAL|3|01|103308
31110-2F000|2023-08-24 00:00:00|SAL|3|01|103308
56820-38900|2023-08-24 00:00:00|SAL|7|01|103308
54610-4H000-SEO|2023-05-01 00:00:00|SAL|3|01|103309
57510-2D000|2023-05-01 00:00:00|SAL|10|01|103309
93490-2D000-TKC|2023-05-01 00:00:00|SAL|8|01|103309
23124-3E010-SE|2023-05-01 00:00:00|SAL|10|01|103309
41421-28000|2023-12-04 00:00:00|SAL|5|01|103310
39310-38050|2023-10-21 00:00:00|SAL|3|01|103311
0VN01-13H50C-SE|2023-10-21 00:00:00|SAL|6|01|103311
MI66|2023-07-20 00:00:00|SAL|2|01|103312
23410-37317-075|2023-07-20 00:00:00|SAL|1|01|103312
25500-2B400-TKC|2023-05-24 00:00:00|SAL|9|01|103313
21421-2B000|2023-05-24 00:00:00|SAL|4|01|103313
24411-3E000|2023-05-24 00:00:00|SAL|1|01|103313
39210-39820|2023-10-19 00:00:00|SAL|8|01|103314
54611-07000-SEO|2023-10-19 00:00:00|SAL|2|01|103314
0K75B18140-CH|2023-10-19 00:00:00|SAL|10|01|103314
25441-26100-SEO|2023-10-19 00:00:00|SAL|8|01|103314
0K72A-32-270|2023-10-19 00:00:00|SAL|1|01|103314
25500-23010-SE|2023-05-30 00:00:00|SAL|9|01|103315
24410-26000-TKC|2023-05-30 00:00:00|SAL|2|01|103315
66400-07021|2023-05-30 00:00:00|SAL|7|01|103315
25310-2E100A|2023-04-20 00:00:00|SAL|4|01|103316
51750-3A003-KP|2023-04-20 00:00:00|SAL|4|01|103316
230413C501-050S|2023-11-13 00:00:00|SAL|9|01|103317
0K74P28700A|2023-11-13 00:00:00|SAL|9|01|103317
57700-FD201|2023-09-03 00:00:00|SAL|3|01|103318
93110-22000|2023-09-03 00:00:00|SAL|5|01|103318
0K30C11210|2023-09-03 00:00:00|SAL|3|01|103318
31911-2D000|2023-09-03 00:00:00|SAL|6|01|103318
28164-25000|2023-09-03 00:00:00|SAL|9|01|103318
24410-26000-TKC|2023-12-10 00:00:00|SAL|9|01|103319
57100-4E001|2023-12-10 00:00:00|SAL|10|01|103319
21830-3X000|2023-12-10 00:00:00|SAL|2|01|103319
2341002270-050S|2023-12-10 00:00:00|SAL|7|01|103319
0KY0-11SF0-025|2023-12-10 00:00:00|SAL|1|01|103319
41610-22050-TCI|2023-07-25 00:00:00|SAL|2|01|103320
55310-2B211|2023-07-25 00:00:00|SAL|3|01|103320
23355-38010-SEO|2023-07-25 00:00:00|SAL|10|01|103320
86811-2D000|2023-07-19 00:00:00|SAL|10|01|103321
0K75A46600D|2023-07-19 00:00:00|SAL|6|01|103321
35170-22600-TKC|2023-07-19 00:00:00|SAL|1|01|103321
53050-39100|2023-07-19 00:00:00|SAL|6|01|103321
25100-02566|2023-07-19 00:00:00|SAL|7|01|103321
25286-2B010|2023-05-11 00:00:00|SAL|5|01|103322
23124-25000|2023-10-25 00:00:00|SAL|10|01|103323
39350-3E110|2023-10-25 00:00:00|SAL|9|01|103323
0K30E-18-140-CH|2023-10-25 00:00:00|SAL|8|01|103323
55310-2B211|2023-03-13 00:00:00|SAL|7|01|103324
KITPISSORSTD|2023-03-13 00:00:00|SAL|9|01|103324
25410-D3500|2023-03-13 00:00:00|SAL|9|01|103324
2304002970-050D|2023-11-04 00:00:00|SAL|6|01|103325
23121-3C100-SEO|2023-11-04 00:00:00|SAL|8|01|103325
25411-2F800|2023-11-04 00:00:00|SAL|5|01|103325
39220-38010|2023-11-04 00:00:00|SAL|6|01|103325
54840-2F000|2023-03-07 00:00:00|SAL|9|01|103326
94460-2E200-SEO|2023-03-07 00:00:00|SAL|2|01|103326
23410-2G200-SEO|2023-03-07 00:00:00|SAL|1|01|103326
49140-4A500-SEO|2023-03-07 00:00:00|SAL|4|01|103326
24312-23202|2023-04-11 00:00:00|SAL|6|01|103327
