numdevo|cliente|nomcli|emision|estatus|numfac|tot_devo|codven|almacen
DV000527|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241112|OK||7.2500|01|01
DV000528|00000244|REPUESTOS SAFIURI C.A|20241113|OK||68.2500|19|01
DV000529|00000355|AUTOPARTES DOCARS, C.A|20241113|OK||72.4500|01|01
DV000531|00000539|INVERSIONES MAGNUN XVI , C.A.  (INVERSIONES MAGNUN XVI , C.A. )|20241113|OK||8.7600|25|01
DV000533|00000095|AUTO REPUESTOS PICHA, C.A.|20241113|OK||93.4400|34|01
DV000530|00000633|REPUESTO EL FAMA, C.A.|20241113|OK||27.5600|25|01
DV000532|00000095|AUTO REPUESTOS PICHA, C.A.|20241113|PE||12.2000|34|01
DV000534|00000614|REPRESENTACIONES PENOV, C.A.|20241118|OK||122.0000|19|06
DV000535|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241122|OK||141.9700|01|01
DV000536|00000785|CENTRO MARCAS OCCIDENTE, C.A.|20241129|OK||251.3100|12|01
DV000537|00000610|EL IMPERIO DEL TAXISTA 2020, C.A.|20241202|OK||9.4200|30|01
DV000538|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20241204|OK||82.0400|02|01
DV000539|00000039|MGA AUTOPARTES, C.A.|20241204|OK||21.9400|02|01
DV000540|00000321|SUREPUESTO CAGUA C.A|20241204|OK||10.2400|02|01
DV000541|00000321|SUREPUESTO CAGUA C.A|20241204|OK||22.0800|02|01
DV000542|00000278|AUTO REPUESTOS WS, C.A|20241204|OK||123.2800|04|01
DV000543|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20241204|OK||69.5300|19|01
DV000544|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20241204|OK||50.1000|19|01
DV000545|00000095|AUTO REPUESTOS PICHA, C.A.|20241204|OK||190.4700|34|01
DV000546|00000095|AUTO REPUESTOS PICHA, C.A.|20241204|OK||14.9000|34|01
DV000547|00000268|AUTOPARTES DE LISLE, C.A|20241204|OK||79.6500|04|01
DV000548|00000268|AUTOPARTES DE LISLE, C.A|20241204|OK||13.7600|04|01
DV000549|00000769|MIO PARTS &AMP; SERVICES, C.A (MIO PARTS &AMP; SERVICES, C.A)|20241204|OK||17.0000|12|01
DV000550|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241209|OK||7.7100|01|01
DV000551|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241211|OK||12.9300|01|01
DV000552|00000732|REPUESTOS DANG MOTOR, C.A|20241212|PE||0.0000|01|01
DV000553|00000732|REPUESTOS DANG MOTOR, C.A|20241212|OK||122.0600|01|01
DV000554|00000073|INVERSIONES CENTESOL MOTORS, C.A|20250117|OK||26.2800|04|01
DV000555|00000073|INVERSIONES CENTESOL MOTORS, C.A|20250117|OK||52.5600|04|01
DV000556|00000393|CARS PARTS SUR, C.A|20250117|OK||31.5000|04|01
DV000557|00000774|JAIME CHERRABE|20250117|OK||29.6200|21|01
DV000558|00000774|JAIME CHERRABE|20250117|OK||32.7200|21|01
DV000559|00000716|TABUA AUTO PARTES, C.A.|20250117|OK||242.6800|02|01
DV000560|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20250117|OK||29.6800|02|01
DV000561|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250117|OK||12.5000|19|01
DV000562|00000378|REPUESTOS SUPER VICTORIA, C.A|20250117|OK||35.1100|06|06
DV000563|00000378|REPUESTOS SUPER VICTORIA, C.A|20250117|OK||25.2500|06|06
DV000564|00000751|LA CIMA AUTOPARTES 1997 C.A.|20250117|OK||61.1400|04|01
DV000565|00000403|G.C AUTOPARTES C.A|20250117|OK||24.9700|19|01
DV000566|00000347|INVERSIONES KIASTROZ, C.A|20250117|OK||57.2400|12|01
DV000567|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)|20250127|OK||122.0600|04|01
DV000568|00000663|MULTISERVICIOS Y AUTOPARTES JL CA|20250127|OK||16.4900|04|01
DV000569|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C|20250127|OK||65.0000|34|01
DV000570|00000048|REPUESTOS EL MILENIUM C.A|20250127|OK||79.9000|34|01
DV000571|00000354|EL GARAJE DE LOS REPUESTOS, C.A|20250127|OK||86.7000|12|01
DV000572|00000095|AUTO REPUESTOS PICHA, C.A.|20250127|OK||103.7100|34|01
DV000573|00000050|LA VICTORIA SERVI PARTS C.A|20250128|OK||10.5400|02|01
DV000575|00000560|REPUESTOS SUPER PANTEON, C.A|20250128|OK||45.3200|06|01
DV000574|00000560|REPUESTOS SUPER PANTEON, C.A|20250128|OK||26.0200|06|01
DV000576|00000060|REPUESTOS COVECA CA|20250128|OK||210.2000|01|01
DV000577|00000060|REPUESTOS COVECA CA|20250128|OK||28.0900|01|01
DV000578|00000621|REPUESTOS SUPER CASANOVA. C.A|20250204|OK||12.5200|06|01
DV000579|00000596|REPUESTOS SUPER SHAYA, C. A.|20250204|OK||22.1800|06|01
DV000580|00000754|AUTOMASTER HM, C.A|20250204|OK||12.9100|02|01
DV000581|00000754|AUTOMASTER HM, C.A|20250204|OK||17.1300|02|01
DV000582|00000774|JAIME CHERRABE|20250204|OK||150.8400|21|01
DV000583|00000278|AUTO REPUESTOS WS, C.A|20250204|OK||104.2900|04|01
DV000584|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20250205|OK||310.1900|02|01
DV000585|00000735|AUTOPARTES URIEL, C.A|20250206|OK||29.3800|12|01
DV000586|00000754|AUTOMASTER HM, C.A|20250206|OK||150.6900|02|01
DV000587|00000631|DORAUTO IMPORTS, C.A|20250206|OK||41.8000|02|01
DV000588|00000774|JAIME CHERRABE|20250211|OK||34.2800|21|01
DV000589|00000752|LA CASA DEL LANCER C.A.|20250212|OK||10.2400|02|01
DV000590|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250213|OK||12.5200|01|01
DV000591|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250213|OK||12.6300|01|01
DV000592|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250213|OK||20.2900|01|01
DV000593|00000268|AUTOPARTES DE LISLE, C.A|20250213|OK||12.1200|04|01
DV000594|00000048|REPUESTOS EL MILENIUM C.A|20250213|OK||22.1100|34|01
DV000595|00000048|REPUESTOS EL MILENIUM C.A|20250217|OK||20.2400|34|01
DV000596|00000048|REPUESTOS EL MILENIUM C.A|20250217|OK||14.9000|34|01
DV000597|00000614|REPRESENTACIONES PENOV, C.A.|20250217|OK||22.4800|19|06
DV000598|00000631|DORAUTO IMPORTS, C.A|20250219|OK||125.4400|02|01
DV000599|00000060|REPUESTOS COVECA CA|20250310|OK||266.6200|01|01
DV000600|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250310|OK||63.4900|06|01
DV000601|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250310|OK||17.8200|19|01
DV000602|00000696|REPUESTOS LUBIAUTO 2005, C.A.|20250310|OK||13.4000|19|01
DV000603|00000090|REPUESTOS FRED CARS, C.A.|20250310|OK||13.9000|02|01
DV000604|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250310|OK||21.4500|19|06
DV000605|00000774|JAIME CHERRABE|20250310|OK||168.8200|21|01
DV000606|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20250310|OK||9.9400|02|01
DV000607|00000614|REPRESENTACIONES PENOV, C.A.|20250310|OK||22.4800|19|06
DV000608|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.|20250311|OK||18.1200|02|01
DV000609|00000039|MGA AUTOPARTES, C.A.|20250311|OK||11.2000|02|01
DV000610|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250311|OK||14.5500|19|06
DV000611|00000596|REPUESTOS SUPER SHAYA, C. A.|20250311|OK||80.6800|06|06
DV000612|00000742|AUTOPARTES LA 13 ,C.A.|20250312|OK||121.7400|05|01
DV000613|00000060|REPUESTOS COVECA CA|20250313|OK||15.0000|01|01
DV000614|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.|20250319|OK||90.9000|02|01
DV000615|00000795|INVERSORA Y CONSTRUCTORA EL MANTECO, C.A. (INCOMACA)|20250319|OK||43.2800|33|01
DV000616|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250319|OK||21.1700|01|01
DV000617|00000810|GARRI MOTORS,C.A|20250325|OK||179.9100|02|01
DV000618|00000741|POTENZA MOTORS, C.A.|20250325|OK||20.1600|34|01
DV000619|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250325|OK||79.2000|21|01
DV000620|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250325|OK||53.3700|21|01
DV000621|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250325|OK||62.9900|21|01
DV000622|00000393|CARS PARTS SUR, C.A|20250325|OK||12.5000|04|01
DV000623|00000631|DORAUTO IMPORTS, C.A|20250327|OK||25.6900|02|01
DV000624|00000709|ANGEL NEPTALI VASQUEZ CAMACARO|20250328|OK||79.9000|01|01
DV000625|00000035|ULSAN MOTOR'S, C.A.|20250328|OK||26.4600|25|01
DV000626|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20250328|OK||26.6000|02|01
DV000627|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20250328|OK||43.0900|02|01
DV000628|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20250328|OK||26.2400|02|01
DV000629|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20250328|OK||46.4400|02|01
DV000630|00000621|REPUESTOS SUPER CASANOVA. C.A|20250407|OK||54.1500|06|01
DV000631|00000699|REDDY MOTOR S CA|20250415|OK||55.5700|21|01
DV000632|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250415|OK||116.9600|21|01
DV000633|00000393|CARS PARTS SUR, C.A|20250415|OK||108.1500|04|01
DV000635|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20250415|OK||39.2200|06|01
DV000636|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20250415|OK||62.1600|02|01
DV000634|00000278|AUTO REPUESTOS WS, C.A|20250415|PE||115.0000|04|01
DV000637|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250421|OK||24.7000|01|01
DV000638|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20250422|OK||75.6000|06|01
DV000639|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250422|OK||65.8500|19|01
DV000640|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250422|OK||201.0000|19|01
DV000641|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250423|OK||25.3100|01|01
DV000642|00000324|MULTISERVICIOS ACUARIO, C.A|20250502|OK||9.8000|12|01
DV000643|00000801|JESUS ALBERTO INFANTE LOPEZ|20250502|OK||29.8700|04|01
DV000644|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)|20250502|OK||22.5900|04|01
DV000646|00000710|VENEREPUESTOS YJJ, C.A.|20250502|OK||126.8200|19|01
DV000647|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20250502|OK||117.7100|19|01
DV000648|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20250502|OK||117.7100|19|01
DV000649|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250502|OK||22.5900|19|01
DV000651|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250502|OK||4.7600|19|01
DV000652|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250502|OK||20.7000|19|01
DV000645|00000815|SOLUCIONES SC AUTO, C.A.|20250502|PE||0.0000|12|01
DV000650|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20250502|OK||0.0000|19|06
DV000653|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250502|OK||0.0000|19|06
DV000654|00000741|POTENZA MOTORS, C.A.|20250509|OK||7.9800|34|01
DV000655|00000782|MUZIOCARS, C.A.|20250509|OK||19.6000|19|01
DV000656|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250509|OK||22.0700|19|01
DV000657|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250514|OK||55.3600|01|01
DV000658|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250515|OK||24.4700|06|01
DV000659|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250515|OK||54.1500|06|01
DV000660|00000801|JESUS ALBERTO INFANTE LOPEZ|20250515|PE||0.0000|04|01
DV000661|00000539|INVERSIONES MAGNUN XVI , C.A.  (INVERSIONES MAGNUN XVI , C.A. )|20250515|OK||29.6100|25|01
DV000662|00000057|INVERSIONES PUNTO KAR, C.A.|20250515|PE||0.0000|19|01
DV000663|00000057|INVERSIONES PUNTO KAR, C.A.|20250515|OK||36.7200|19|01
DV000664|00000057|INVERSIONES PUNTO KAR, C.A.|20250515|OK||9.1800|19|01
DV000665|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20250515|OK||1005.0000|19|01
DV000666|00000133|REPUESTOS CARVAL C.A|20250515|OK||51.4000|01|01
DV000667|00000133|REPUESTOS CARVAL C.A|20250515|OK||193.9200|01|01
DV000668|00000443|CORPORACION HEROF C.A.|20250515|OK||11.3400|19|01
DV000669|00000443|CORPORACION HEROF C.A.|20250515|OK||22.6800|19|01
DV000670|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250515|OK||32.9600|19|01
DV000671|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250515|OK||62.3800|06|01
DV000672|00000730|INVERSIONES MODELO C.A.|20250515|OK||10.6200|25|01
DV000673|00000644|AUTOPARTES SJV,C.A|20250516|PE||0.0000|19|01
DV000675|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20250520|PE||32.3200|12|01
DV000676|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20250520|PE||365.0000|12|01
DV000674|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20250520|OK||11.8000|12|01
DV000677|00000193|EUROASIATICOS, C.A|20250520|PE||142.1300|12|01
DV000678|00000039|MGA AUTOPARTES, C.A.|20250523|OK||16.1600|02|01
DV000679|00000804|INVERSIONES WS AUTO PARTS, C.A|20250526|OK||67.4000|04|01
DV000680|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250526|OK||6.4400|06|01
DV000681|00000378|REPUESTOS SUPER VICTORIA, C.A|20250526|OK||11.2400|06|01
DV000682|00000310|SURTIDORA DE REPUESTOS KOREANOS II, C.A|20250526|OK||8.0000|25|01
DV000683|00000720|AUTO REPUESTOS Y LUBRICANTES EDUARDO C A|20250526|OK||109.3000|33|01
DV000684|00000393|CARS PARTS SUR, C.A|20250529|OK||191.9400|04|01
DV000685|00000551|HYUNPARTS MOTORS, C.A. (HYUNPARTS MOTORS, C.A.)|20250529|OK||124.9200|04|01
DV000686|00000810|GARRI MOTORS,C.A|20250529|OK||114.2500|02|01
DV000687|00000699|REDDY MOTOR S CA|20250605|OK||45.5700|21|01
DV000688|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250605|OK||57.1000|01|01
DV000689|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250605|OK||41.1200|01|01
DV000690|00000403|G.C AUTOPARTES C.A|20250610|OK||11.8300|19|01
DV000691|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20250610|OK||16.1600|12|01
DV000692|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250610|OK||15.6400|01|01
DV000693|00000805|CASTILLO REPUESTO FERRARI, F.P|20250612|OK||23.0000|12|01
DV000694|00000378|REPUESTOS SUPER VICTORIA, C.A|20250612|OK||15.8000|06|01
DV000695|00000609|REPUESTOS EL PENON PARAISO C.A.|20250612|OK||27.3200|19|01
DV000696|00000415|DEYKORE, C.A. (DEYKORE .CA)|20250612|OK||179.9100|19|01
DV000697|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250619|OK||69.0300|21|01
DV000698|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250619|OK||8.2400|21|01
DV000699|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250619|OK||21.0000|12|01
DV000700|00000378|REPUESTOS SUPER VICTORIA, C.A|20250619|PE||0.0000|06|01
DV000701|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250625|OK||34.5000|21|01
DV000702|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20250630|OK||16.1600|02|01
DV000703|00000805|CASTILLO REPUESTO FERRARI, F.P|20250630|OK||21.2900|12|01
DV000704|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250630|OK||16.5000|12|01
DV000705|00000710|VENEREPUESTOS YJJ, C.A.|20250630|OK||22.7400|19|01
DV000706|00000710|VENEREPUESTOS YJJ, C.A.|20250630|OK||32.2000|19|01
DV000707|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20250630|OK||20.9800|06|01
DV000708|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250630|OK||10.0000|12|01
DV000709|00000794|ROBERTO DAVID PERDOMO TERAN(AUTOPARTES LA COMPETENCIA DE ROBERTO PERDOMO, F.P)|20250701|OK||14.6300|04|01
DV000711|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250703|OK||88.0000|01|01
DV000712|00000393|CARS PARTS SUR, C.A|20250709|OK||9.6700|04|01
DV000713|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20250709|OK||28.4700|04|01
DV000714|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20250709|OK||22.5900|04|01
DV000715|00000551|HYUNPARTS MOTORS, C.A. (HYUNPARTS MOTORS, C.A.)|20250709|OK||32.9600|04|01
DV000716|00000139|IMPORTADORA RAYNE, C.A|20250709|OK||88.2800|02|01
DV000717|00000139|IMPORTADORA RAYNE, C.A|20250709|OK||14.7400|02|01
DV000718|00000193|EUROASIATICOS, C.A|20250710|OK||24.8300|12|01
DV000719|00000139|IMPORTADORA RAYNE, C.A|20250710|OK||64.1500|02|01
DV000720|00000785|CENTRO MARCAS OCCIDENTE, C.A.|20250710|OK||275.9100|12|01
DV000721|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250711|OK||60.8700|21|01
DV000722|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250711|OK||63.7500|21|01
DV000723|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250711|OK||60.8700|21|01
DV000724|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)|20250711|OK||190.4700|21|01
DV000725|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20250711|OK||9.5500|02|01
DV000710|00000596|REPUESTOS SUPER SHAYA, C. A.|20250701|PE||80.6800|06|01
DV000726|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20250715|OK||45.5100|19|01
DV000727|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20250718|PE||59.6100|19|01
DV000728|00000753|PEDRO CONTRERAS|20250718|OK||26.1800|19|01
DV000729|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250725|OK||22.0000|01|01
DV000730|00000378|REPUESTOS SUPER VICTORIA, C.A|20250729|OK||8.8600|06|01
DV000731|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250729|OK||149.3900|12|01
DV000732|00000320|AUTO REPUESTOS ANGULO C.A|20250729|OK||13.7800|25|01
DV000733|00000320|AUTO REPUESTOS ANGULO C.A|20250729|OK||9.0600|25|01
DV000734|00000393|CARS PARTS SUR, C.A|20250729|OK||140.0400|04|01
DV000735|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)|20250729|OK||70.5900|12|01
DV000736|00000596|REPUESTOS SUPER SHAYA, C. A.|20250729|OK||54.7700|06|01
DV000737|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250801|OK||72.1700|19|01
DV000738|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250801|OK||72.1700|19|01
DV000739|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250801|OK||13.2700|19|01
DV000740|00000766|REPUESTOS EURO KOREA, C.A.|20250804|OK||22.0100|02|01
DV000741|00000766|REPUESTOS EURO KOREA, C.A.|20250806|OK||190.0000|02|01
DV000742|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20250814|OK||21.6400|01|01
DV000743|00000106|CEPRAS, C.A|20250814|OK||67.2000|02|01
DV000744|00000665|SERVICIOS Y REPUESTOS JUNIOR C.A.|20250814|OK||22.0000|08|01
DV000745|00000397|AUTO REPUESTOS DEL LAGO, C.A|20250814|PE||190.9000|04|01
DV000746|00000785|CENTRO MARCAS OCCIDENTE, C.A.|20250820|OK||26.4600|12|01
DV000747|00000785|CENTRO MARCAS OCCIDENTE, C.A.|20250820|OK||18.2500|12|01
DV000748|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20250821|OK||225.8000|12|01
DV000749|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250825|OK||149.3900|12|01
DV000750|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20250825|OK||63.3500|12|01
DV000751|00000320|AUTO REPUESTOS ANGULO C.A|20250826|OK||90.1300|25|01
DV000752|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250902|OK||12.0000|19|01
DV000753|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250902|OK||21.7100|19|01
DV000754|00000754|AUTOMASTER HM, C.A|20250902|OK||95.4500|02|01
DV000755|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20250902|OK||20.2700|19|01
DV000756|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20250902|OK||40.5400|19|01
DV000757|00000048|REPUESTOS EL MILENIUM C.A|20250902|OK||90.0000|34|01
DV000758|00000095|AUTO REPUESTOS PICHA, C.A.|20250903|OK||12.0000|34|01
DV000759|00000095|AUTO REPUESTOS PICHA, C.A.|20250903|OK||50.0800|34|01
DV000760|00000095|AUTO REPUESTOS PICHA, C.A.|20250903|OK||40.1300|34|01
DV000761|00000095|AUTO REPUESTOS PICHA, C.A.|20250903|OK||11.5100|34|01
DV000762|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20250909|PE||196.3500|12|01
DV000763|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250909|OK||13.5000|19|01
DV000764|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20250909|OK||13.5000|19|01
DV000765|00000754|AUTOMASTER HM, C.A|20250909|OK||190.0000|02|01
DV000766|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20250909|OK||25.8800|02|01
DV000767|00000694|DIRECO WEB C.A.|20250909|OK||20.0500|02|01
DV000768|00000106|CEPRAS, C.A|20250909|OK||23.8500|02|01
DV000769|00000766|REPUESTOS EURO KOREA, C.A.|20250909|OK||16.6300|02|01
DV000770|00000100|EL REY DEL KIA 2013, C.A.|20250912|PE||57.0600|25|01
DV000771|00000362|INVERSIONES VENEKIA, C.A|20250917|OK||33.9600|12|01
DV000772|00000535|REPUESTOS PRO, C.A (REPUESTOS PRO, C.A)|20250929|OK||23.0000|33|01
DV000773|00000800|REPUESTOS ANGOSTURA DIESEL MB, C.A.|20250929|OK||21.0000|33|01
DV000774|00000503|FELIPE ALEJANDRO MATHEUS MOLINA(TUTTO AUTOPARTS, F.P)|20250929|OK||79.9000|12|01
DV000775|00000682|DISTRIBUIDORA XIAMEN C.A.|20250930|OK||155.0000|02|01
DV000776|00000095|AUTO REPUESTOS PICHA, C.A.|20251002|OK||10.5900|34|01
DV000777|00000606|AUTO DELICIAS 2022, C.A.|20251002|OK||75.0000|04|01
DV000778|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20251008|OK||220.5600|02|01
DV000779|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20251009|OK||38.0000|12|01
DV000780|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251020|OK||59.3400|01|01
DV000781|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20251020|OK||95.4500|19|01
DV000782|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.|20251029|OK||54.8200|12|01
DV000783|00000361|AUTOPARTES LA ARBOLEDA, C.A|20251029|OK||91.9200|19|01
DV000784|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)|20251029|OK||131.5400|12|01
DV000785|00000750|INVERSIONES SOLUTIONS KIMBO,C.A|20251029|OK||18.9000|19|01
DV000786|00000403|G.C AUTOPARTES C.A|20251029|OK||131.5400|19|01
DV000788|00000095|AUTO REPUESTOS PICHA, C.A.|20251029|OK||123.0600|34|01
DV000789|00000727|AUTO PARTES EL MAESTRO, C.A.|20251029|OK||50.0000|35|01
DV000790|00000415|DEYKORE, C.A. (DEYKORE .CA)|20251029|OK||11.5000|19|01
DV000791|00000057|INVERSIONES PUNTO KAR, C.A.|20251029|OK||22.7200|19|01
DV000792|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20251029|OK||38.6400|06|01
DV000793|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251029|OK||91.2700|01|01
DV000787|00000095|AUTO REPUESTOS PICHA, C.A.|20251029|OK||237.9000|34|01
DV000794|00000727|AUTO PARTES EL MAESTRO, C.A.|20251030|OK||86.6100|35|01
DV000795|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20251103|OK||65.0000|19|01
DV000796|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251105|OK||23.3900|01|01
DV000797|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20251112|OK||148.1200|02|01
DV000798|00000754|AUTOMASTER HM, C.A|20251112|OK||91.9200|02|01
DV000799|00000596|REPUESTOS SUPER SHAYA, C. A.|20251112|OK||26.7700|06|01
DV000800|00000621|REPUESTOS SUPER CASANOVA. C.A|20251112|OK||8.0800|06|01
DV000801|00000278|AUTO REPUESTOS WS, C.A|20251112|OK||10.6000|04|01
DV000802|00000745|SUMINISTROS ASTUME CA|20251118|OK||31.2000|12|01
DV000803|00000331|ASIATICOS PENINSULA, C.A|20251118|OK||108.1600|04|01
DV000804|00000745|SUMINISTROS ASTUME CA|20251118|OK||12.0000|12|01
DV000805|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251128|OK||17.7400|01|01
DV000806|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251128|OK||17.7400|01|01
