CODMOVART|FECHA_MOV|TIPINV|CANTIDAD|ALMACEN|NUMDOC
25100-2X200-SEO|31/12/2023|EN|8|05|AP000464
25100-2Y000|31/12/2023|EN|22|01|AP000465
25100-37201-SEO|31/12/2023|EN|30|01|AP000466
25100-37201-SEO|31/12/2023|EN|1|05|AP000466
25100-37202-PMC|31/12/2023|EN|41|01|AP000467
25100-38002|31/12/2023|EN|16|01|AP000468
25100-3E001|31/12/2023|EN|38|01|AP000469
25100-4Z000|31/12/2023|EN|44|01|AP000470
25100-4Z000-SE|31/12/2023|EN|65|01|AP000471
25100-4Z000-SE|31/12/2023|EN|3|05|AP000471
25212-2C001|31/12/2023|EN|111|01|AP000472
25212-2E820|31/12/2023|EN|42|01|AP000473
25212-37182|31/12/2023|EN|6|01|AP000474
25212-3C100|31/12/2023|EN|78|01|AP000475
25215-4Z020|31/12/2023|EN|98|01|AP000476
25215-4Z100|31/12/2023|EN|2|01|AP000477
25215-4Z200|31/12/2023|EN|233|01|AP000478
25281-2B010-PMC|31/12/2023|EN|89|01|AP000479
25281-2C000-SE|31/12/2023|EN|30|01|AP000480
25281-37120-GA|31/12/2023|EN|55|01|AP000481
25281-37120-OEM|31/12/2023|EN|4|01|AP000482
25281-37120-SE|31/12/2023|EN|120|01|AP000483
25281-37120-SE|31/12/2023|EN|1|05|AP000483
25281-37120-ZN|31/12/2023|EN|108|01|AP000484
25281-3E000|31/12/2023|EN|32|01|AP000485
25281-3E000-SE|31/12/2023|EN|105|01|AP000486
25287-2C000|31/12/2023|EN|79|01|AP000487
25310-2B100|31/12/2023|EN|11|01|AP000488
25310-2D010|31/12/2023|EN|18|01|AP000489
25310-2E100A|31/12/2023|EN|4|01|AP000490
25310-2E400|31/12/2023|EN|-3|01|AP000491
25310-3K280|31/12/2023|EN|15|01|AP000492
25310-4F110|31/12/2023|EN|2|01|AP000493
25310-4H500|31/12/2023|EN|4|01|AP000494
25330-2E000|31/12/2023|EN|1268|01|AP000495
25330-2E000-AM|31/12/2023|EN|899|01|AP000496
25330-2E000-OEM|31/12/2023|EN|461|01|AP000497
25380-07000|31/12/2023|EN|0|01|AP000498
25380-07000|31/12/2023|EN|4|05|AP000498
25380-1C160|31/12/2023|EN|-8|01|AP000499
25380-1C160|31/12/2023|EN|1|05|AP000499
25380-1C360-A|31/12/2023|EN|46|01|AP000500
25380-1C360-A|31/12/2023|EN|9|05|AP000500
25380-1F380|31/12/2023|EN|-4|01|AP000501
25380-2B100|31/12/2023|EN|11|01|AP000502
25380-2E250|31/12/2023|EN|110|01|AP000503
25380-2F901|31/12/2023|EN|7|01|AP000504
25380-2K280|31/12/2023|EN|11|01|AP000505
25380-4H100|31/12/2023|EN|24|01|AP000506
25411-07000|31/12/2023|EN|-11|01|AP000507
25411-1C200|31/12/2023|EN|-10|01|AP000508
25411-26100|31/12/2023|EN|-13|01|AP000509
25411-2B100|31/12/2023|EN|23|01|AP000510
25411-2C150|31/12/2023|EN|-10|01|AP000511
25411-2D000|31/12/2023|EN|-10|01|AP000512
25411-2E100|31/12/2023|EN|-33|01|AP000513
25411-2E200|31/12/2023|EN|-26|01|AP000514
25411-4H100|31/12/2023|EN|18|01|AP000515
25412-07000|31/12/2023|EN|-11|01|AP000516
25412-1C200|31/12/2023|EN|-9|01|AP000517
25412-26010|31/12/2023|EN|-10|01|AP000518
25412-2B100|31/12/2023|EN|26|01|AP000519
25412-2D150|31/12/2023|EN|-10|01|AP000520
25412-2E100|31/12/2023|EN|-9|01|AP000521
25412-2E200|31/12/2023|EN|11|01|AP000522
25412-2F800|31/12/2023|EN|-5|01|AP000523
25412-4H100|31/12/2023|EN|18|01|AP000524
25414-3K200|31/12/2023|EN|23|01|AP000525
25441-26100|31/12/2023|EN|-13|01|AP000526
25460-23000-SEO|31/12/2023|EN|100|01|AP000527
25460-26000|31/12/2023|EN|148|01|AP000528
25460-26000-SEO|31/12/2023|EN|100|01|AP000529
25460-37101|31/12/2023|EN|233|01|AP000530
25460-37101-SE|31/12/2023|EN|9|01|AP000531
25460-3E700|31/12/2023|EN|0|01|AP000532
25460-3E700|31/12/2023|EN|1|05|AP000532
25461-22024-PMC|31/12/2023|EN|247|01|AP000533
25461-22024-SE|31/12/2023|EN|200|01|AP000534
25461-22024-SE|31/12/2023|EN|1|05|AP000534
25500-37200|31/12/2023|EN|40|01|AP000535
25600-02566|31/12/2023|EN|233|01|AP000536
25600-02566|31/12/2023|EN|1|05|AP000536
25611-02502|31/12/2023|EN|141|01|AP000537
25611-02502|31/12/2023|EN|6|05|AP000537
25611-26100-SE|31/12/2023|EN|39|01|AP000538
25611-3E001|31/12/2023|EN|2|01|AP000539
25620-23501|31/12/2023|EN|96|01|AP000540
25620-23501-SEO|31/12/2023|EN|90|01|AP000541
25620-26160|31/12/2023|EN|440|01|AP000542
25620-26160-SE|31/12/2023|EN|137|01|AP000543
25631-23501|31/12/2023|EN|107|01|AP000544
25631-23501|31/12/2023|EN|1|05|AP000544
25631-23501-SE|31/12/2023|EN|20|01|AP000545
25631-3E000|31/12/2023|EN|55|01|AP000546
25720-23600|31/12/2023|EN|3|01|AP000547
259YU32|31/12/2023|EN|25|01|AP000548
26320-3C100|31/12/2023|EN|175|01|AP000549
26330-4X000|31/12/2023|EN|110|01|AP000550
27301-22600-K|31/12/2023|EN|6|01|AP000551
27301-23510|31/12/2023|EN|58|01|AP000552
27301-23510-OEM|31/12/2023|EN|1|01|AP000553
27301-23700-CH|31/12/2023|EN|9|01|AP000554
27460-39010|31/12/2023|EN|2|01|AP000555
27501-23B70|31/12/2023|EN|59|01|AP000556
27501-23B70|31/12/2023|EN|1|05|AP000556
27501-23B70-SE|31/12/2023|EN|0|01|AP000557
27501-23B70-SE|31/12/2023|EN|1|05|AP000557
27501-37A00|31/12/2023|EN|1|01|AP000558
27501-37A00|31/12/2023|EN|1|05|AP000558
2750126D00|31/12/2023|EN|159|01|AP000559
28113-1C000|31/12/2023|EN|-20|01|AP000560
28113-2B000|31/12/2023|EN|71|01|AP000561
28113-2D000|31/12/2023|EN|-20|01|AP000562
28113-2F800|31/12/2023|EN|3|01|AP000563
28113-3K200|31/12/2023|EN|61|01|AP000564
28113-4F000|31/12/2023|EN|-9|01|AP000565
28164-23720|31/12/2023|EN|30|01|AP000566
28164-37200|31/12/2023|EN|45|01|AP000567
28164-3C100|31/12/2023|EN|28|01|AP000568
31110-1C000|31/12/2023|EN|23|01|AP000569
31110-1C000-SEO|31/12/2023|EN|0|01|AP000570
31110-1C000-SEO|31/12/2023|EN|1|05|AP000570
31110-2B000|31/12/2023|EN|-11|01|AP000571
31110-2D000|31/12/2023|EN|50|01|AP000572
31110-2D000-SEO|31/12/2023|EN|0|01|AP000573
31110-2D000-SEO|31/12/2023|EN|1|05|AP000573
31110-2E000|31/12/2023|EN|20|01|AP000574
31110-2E000-PMC|31/12/2023|EN|27|01|AP000575
31110-2E001-SEO|31/12/2023|EN|15|01|AP000576
31110-2F000|31/12/2023|EN|4|01|AP000577
31110-4D600|31/12/2023|EN|-2|01|AP000578
31112-07000|31/12/2023|EN|370|01|AP000579
31112-1C000|31/12/2023|EN|269|01|AP000580
31112-2B000|31/12/2023|EN|71|01|AP000581
31112-2B000-SEO|31/12/2023|EN|200|01|AP000582
31150-3E000|31/12/2023|EN|11|01|AP000583
31380-2E000|31/12/2023|EN|2|01|AP000584
31380-2E000-SE|31/12/2023|EN|192|01|AP000585
31380-3K100|31/12/2023|EN|2|01|AP000586
31910-2H000|31/12/2023|EN|4|01|AP000587
31911-2D000|31/12/2023|EN|298|01|AP000588
31911-2E000|31/12/2023|EN|503|01|AP000589
31911-2F000|31/12/2023|EN|29|01|AP000590
31911-2F000-SEO|31/12/2023|EN|200|01|AP000591
31911-38204|31/12/2023|EN|-18|01|AP000592
31911-38204-SEO|31/12/2023|EN|200|01|AP000593
33110-07150|31/12/2023|EN|49|01|AP000594
35102-02910|31/12/2023|EN|0|01|AP000595
35102-02910|31/12/2023|EN|1|05|AP000595
35150-2B000|31/12/2023|EN|23|01|AP000596
35150-33010|31/12/2023|EN|0|01|AP000597
35150-33010|31/12/2023|EN|1|05|AP000597
35170-37100|31/12/2023|EN|15|01|AP000598
35170-37100-SE|31/12/2023|EN|80|01|AP000599
3517022010|31/12/2023|EN|47|01|AP000600
35301-1C000|31/12/2023|EN|10|01|AP000601
35301-1C000-SE|31/12/2023|EN|51|01|AP000602
35301-22032|31/12/2023|EN|63|01|AP000603
35301-22032-OEM|31/12/2023|EN|299|01|AP000604
35301-22032-OEM|31/12/2023|EN|2|05|AP000604
3530123500|31/12/2023|EN|11|01|AP000605
35310-23600|31/12/2023|EN|38|01|AP000606
35310-3C000|31/12/2023|EN|7|01|AP000607
373004Z600|31/12/2023|EN|0|01|AP000608
373004Z600|31/12/2023|EN|1|05|AP000608
37301-3C000|31/12/2023|EN|-4|01|AP000609
37370-4Z210|31/12/2023|EN|0|01|AP000610
37370-4Z210|31/12/2023|EN|1|05|AP000610
38700037|31/12/2023|EN|9|01|AP000611
39180-22060-K|31/12/2023|EN|86|01|AP000612
39180-22090-SE|31/12/2023|EN|51|01|AP000613
39180-22600|31/12/2023|EN|90|01|AP000614
39180-22600|31/12/2023|EN|1|05|AP000614
39180-23910-SE|31/12/2023|EN|74|01|AP000615
39180-23910-SE|31/12/2023|EN|1|05|AP000615
39180-2B000|31/12/2023|EN|51|01|AP000616
39180-37150-SEO|31/12/2023|EN|100|01|AP000617
39180-3E100|31/12/2023|EN|39|01|AP000618
39180-3E100-MO|31/12/2023|EN|1|01|AP000619
39180-3E100-SE|31/12/2023|EN|63|01|AP000620
3918022600-PMC|31/12/2023|EN|0|01|AP000621
3918022600-PMC|31/12/2023|EN|1|05|AP000621
3918023910|31/12/2023|EN|2|01|AP000622
39210-37513|31/12/2023|EN|3|01|AP000623
39210-37543|31/12/2023|EN|5|01|AP000624
39210-3C100|31/12/2023|EN|-7|01|AP000625
39210-3C400|31/12/2023|EN|-7|01|AP000626
39210-3E130|31/12/2023|EN|4|01|AP000627
39210-3E210|31/12/2023|EN|2|01|AP000628
39220-22020|31/12/2023|EN|71|01|AP000629
39220-23990|31/12/2023|EN|0|01|AP000630
39220-23990|31/12/2023|EN|2|05|AP000630
39220-38010|31/12/2023|EN|225|01|AP000631
39220-38030|31/12/2023|EN|-23|01|AP000632
39220-42700|31/12/2023|EN|5|01|AP000633
39230-26600-K|31/12/2023|EN|0|01|AP000634
39230-26600-K|31/12/2023|EN|2|05|AP000634
39250-3E120|31/12/2023|EN|-5|01|AP000635
3925023500|31/12/2023|EN|3|01|AP000636
39300-22600|31/12/2023|EN|2|01|AP000637
39300-38200|31/12/2023|EN|64|01|AP000638
39310-02200|31/12/2023|EN|218|01|AP000639
39310-02200|31/12/2023|EN|2|05|AP000639
39310-02200-K|31/12/2023|EN|13|01|AP000640
39310-02200-OEM|31/12/2023|EN|115|01|AP000641
39310-02200-OEM|31/12/2023|EN|2|05|AP000641
39310-38050|31/12/2023|EN|13|01|AP000642
39310-38060-SE|31/12/2023|EN|4|01|AP000643
39310-38400|31/12/2023|EN|109|01|AP000644
39310-3C100|31/12/2023|EN|96|01|AP000645
39310-3C100-SEO|31/12/2023|EN|100|01|AP000646
39350-23500|31/12/2023|EN|23|01|AP000647
39350-2B000|31/12/2023|EN|42|01|AP000648
39350-37110|31/12/2023|EN|20|01|AP000649
39350-37110|31/12/2023|EN|1|05|AP000649
3PK675-MITSU|31/12/2023|EN|598|01|AP000650
41100-22715|31/12/2023|EN|10|01|AP000651
41100-4B080|31/12/2023|EN|4|01|AP000652
41300-4A020|31/12/2023|EN|2|01|AP000653
41412-4Z000-SEO|31/12/2023|EN|110|01|AP000654
41413-4A000|31/12/2023|EN|107|01|AP000655
41421-02000-K|31/12/2023|EN|11|01|AP000656
41421-28000-OEM|31/12/2023|EN|170|01|AP000657
41421-39275-K|31/12/2023|EN|125|01|AP000658
4142139275-OEM|31/12/2023|EN|287|01|AP000659
41510-07120|31/12/2023|EN|94|01|AP000660
41510-07120-PMC|31/12/2023|EN|118|01|AP000661
41600-4A030|31/12/2023|EN|116|01|AP000662
41600-4H100|31/12/2023|EN|114|01|AP000663
41600-4H100|31/12/2023|EN|1|05|AP000663
41600-4H100-SEO|31/12/2023|EN|174|01|AP000664
41610-1C000-SEO|31/12/2023|EN|5|01|AP000665
41610-1C000-SEO|31/12/2023|EN|12|05|AP000665
41610-22050|31/12/2023|EN|84|01|AP000666
41610-22050-TCI|31/12/2023|EN|40|01|AP000667
41610-2D100|31/12/2023|EN|34|01|AP000668
41610-2E005|31/12/2023|EN|84|01|AP000669
41610-2E005-K|31/12/2023|EN|132|01|AP000670
41610-2E005-K|31/12/2023|EN|1|05|AP000670
41610-2E005-SEO|31/12/2023|EN|140|01|AP000671
41610-2E005-SEO|31/12/2023|EN|1|05|AP000671
41700-4A101|31/12/2023|EN|62|01|AP000672
41700-4A101|31/12/2023|EN|1|05|AP000672
41700-4A101-SE|31/12/2023|EN|117|01|AP000673
41700-4A101-SE|31/12/2023|EN|2|05|AP000673
41700-4H100|31/12/2023|EN|53|01|AP000674
41700-4H100-K|31/12/2023|EN|20|01|AP000675
41700-4H100-SEO|31/12/2023|EN|181|01|AP000676
41710-23000|31/12/2023|EN|65|01|AP000677
41710-39001|31/12/2023|EN|0|01|AP000678
41710-39001|31/12/2023|EN|1|05|AP000678
41710-39001-PMC|31/12/2023|EN|0|01|AP000679
41710-39001-PMC|31/12/2023|EN|1|05|AP000679
4171022600|31/12/2023|EN|14|01|AP000680
4171022660|31/12/2023|EN|44|01|AP000681
42421-39000-KP|31/12/2023|EN|66|01|AP000682
42700-39055|31/12/2023|EN|39|01|AP000683
42700-39055-SE|31/12/2023|EN|150|01|AP000684
4311928000|31/12/2023|EN|472|01|AP000685
43156-4A001|31/12/2023|EN|34|01|AP000686
43222-4Y000|31/12/2023|EN|20|01|AP000687
46512-39800-SE|31/12/2023|EN|13|01|AP000688
4651739500|31/12/2023|EN|102|01|AP000689
4PK0810|31/12/2023|EN|16|01|AP000690
4PK0865|31/12/2023|EN|10|01|AP000691
4PK770|31/12/2023|EN|20|01|AP000692
4PK850-MIT|31/12/2023|EN|452|01|AP000693
4PK885|31/12/2023|EN|575|01|AP000694
4PK895-MIT|31/12/2023|EN|180|01|AP000695
4PK970-K|31/12/2023|EN|491|01|AP000696
4PK970-MITSU|31/12/2023|EN|106|01|AP000697
50310-3E102|31/12/2023|EN|53|01|AP000698
51712-1C000|31/12/2023|EN|35|01|AP000699
51712-1C000-SE|31/12/2023|EN|21|01|AP000700
51712-1C050|31/12/2023|EN|1|01|AP000701
51712-FD200|31/12/2023|EN|11|01|AP000702
51715-2B050|31/12/2023|EN|10|01|AP000703
51715-2D310|31/12/2023|EN|-8|01|AP000704
51715-FD000|31/12/2023|EN|34|01|AP000705
51715-FD000-KP|31/12/2023|EN|147|01|AP000706
51716-FD000|31/12/2023|EN|20|01|AP000707
51716-FD000|31/12/2023|EN|1|05|AP000707
51716-FD000-KP|31/12/2023|EN|137|01|AP000708
51720-2D100|31/12/2023|EN|23|01|AP000709
51750-2D000-K|31/12/2023|EN|36|01|AP000710
51750-3J000|31/12/2023|EN|38|01|AP000711
51750-FD000-KP|31/12/2023|EN|120|01|AP000712
54417-4AA00|31/12/2023|EN|76|01|AP000713
54417-4AA00-KP|31/12/2023|EN|213|01|AP000714
54430-3F600|31/12/2023|EN|22|01|AP000715
54430-3F600-SE|31/12/2023|EN|58|01|AP000716
54500-FD000-KOR|31/12/2023|EN|21|01|AP000717
54500-FD000-SEO|31/12/2023|EN|100|01|AP000718
545004A600|31/12/2023|EN|3|01|AP000719
54501-FD000-KOR|31/12/2023|EN|22|01|AP000720
54501-FD000-SEO|31/12/2023|EN|100|01|AP000721
545014A600|31/12/2023|EN|3|01|AP000722
54530-07000|31/12/2023|EN|-40|01|AP000723
54530-2B000|31/12/2023|EN|124|01|AP000724
54530-3B000-KP|31/12/2023|EN|195|01|AP000725
54530-3J000|31/12/2023|EN|16|01|AP000726
54530-3J000-KP|31/12/2023|EN|188|01|AP000727
54530-4A000|31/12/2023|EN|116|01|AP000728
54530-4A000-KP|31/12/2023|EN|210|01|AP000729
54540-FD000|31/12/2023|EN|115|01|AP000730
54551-1C000|31/12/2023|EN|111|01|AP000731
54551-2D000-PMC|31/12/2023|EN|145|01|AP000732
54551-4H000|31/12/2023|EN|153|01|AP000733
54555-26000|31/12/2023|EN|95|01|AP000734
54584-17000|31/12/2023|EN|33|01|AP000735
54584-1C300|31/12/2023|EN|1|01|AP000736
54584-2E000|31/12/2023|EN|-30|01|AP000737
54584-38010|31/12/2023|EN|92|01|AP000738
54610-2B000|31/12/2023|EN|44|01|AP000739
54610-4H000|31/12/2023|EN|63|01|AP000740
54610-D7000|31/12/2023|EN|26|01|AP000741
54610-FD000-K|31/12/2023|EN|12|01|AP000742
546102D100|31/12/2023|EN|49|01|AP000743
546102D100|31/12/2023|EN|1|05|AP000743
546102E000-DHM|31/12/2023|EN|2|01|AP000744
54611-3K030|31/12/2023|EN|-10|01|AP000745
54615-FD000-K|31/12/2023|EN|12|01|AP000746
54630-3L000|31/12/2023|EN|-12|01|AP000747
54650-2B200|31/12/2023|EN|-2|01|AP000748
54650-4H100|31/12/2023|EN|8|01|AP000749
54660-2B200|31/12/2023|EN|-2|01|AP000750
54813-3K100|31/12/2023|EN|72|01|AP000751
54820-2F000|31/12/2023|EN|90|01|AP000752
54830-07000-KP|31/12/2023|EN|101|01|AP000753
54830-1C000-DHM|31/12/2023|EN|183|01|AP000754
54830-1C000-DLZ|31/12/2023|EN|138|01|AP000755
54830-26100|31/12/2023|EN|52|01|AP000756
54830-2B200|31/12/2023|EN|29|01|AP000757
54830-2D000-DHM|31/12/2023|EN|2|01|AP000758
54830-2D000-K|31/12/2023|EN|273|01|AP000759
54830-2D000-K|31/12/2023|EN|1|05|AP000759
54830-3L000|31/12/2023|EN|-8|01|AP000760
54830-4A600|31/12/2023|EN|31|01|AP000761
54830-4H000|31/12/2023|EN|10|01|AP000762
54840-07000-KP|31/12/2023|EN|103|01|AP000763
54840-1C000-DHM|31/12/2023|EN|184|01|AP000764
54840-1C000-DLZ|31/12/2023|EN|138|01|AP000765
54840-2B200|31/12/2023|EN|29|01|AP000766
54840-4H000|31/12/2023|EN|10|01|AP000767
55310-2B211|31/12/2023|EN|-4|01|AP000768
55311-3K030|31/12/2023|EN|-10|01|AP000769
55513-2B200|31/12/2023|EN|16|01|AP000770
55530-2E200|31/12/2023|EN|63|01|AP000771
55550-3E100|31/12/2023|EN|89|01|AP000772
56820-22000-K|31/12/2023|EN|132|01|AP000773
56820-2B000|31/12/2023|EN|69|01|AP000774
56820-2B000-KP|31/12/2023|EN|162|01|AP000775
56820-2B900|31/12/2023|EN|69|01|AP000776
56820-2B900-KP|31/12/2023|EN|162|01|AP000777
56820-2E000-DHM|31/12/2023|EN|221|01|AP000778
56820-2E900-DHM|31/12/2023|EN|221|01|AP000779
56820-3K500|31/12/2023|EN|33|01|AP000780
56820-3K510|31/12/2023|EN|31|01|AP000781
56820-4A600|31/12/2023|EN|-4|01|AP000782
57100-2E000|31/12/2023|EN|-6|01|AP000783
57100-2E100|31/12/2023|EN|-4|01|AP000784
57100-4A650|31/12/2023|EN|-2|01|AP000785
57100-4E001|31/12/2023|EN|95|01|AP000786
57100-4H200|31/12/2023|EN|-1|01|AP000787
57170-2D101|31/12/2023|EN|122|01|AP000788
57170-2D101-DHM|31/12/2023|EN|534|01|AP000789
57170-2D101-K|31/12/2023|EN|350|01|AP000790
57700-1C000-SEO|31/12/2023|EN|40|01|AP000791
57700-1F800|31/12/2023|EN|-5|01|AP000792
57700-1F800-SEO|31/12/2023|EN|30|01|AP000793
57700-FD201|31/12/2023|EN|6|01|AP000794
57700-FD201|31/12/2023|EN|1|05|AP000794
57700-FD201-SEO|31/12/2023|EN|40|01|AP000795
57724-2B000|31/12/2023|EN|242|01|AP000796
57724-2D000|31/12/2023|EN|50|01|AP000797
57724-2D000-KP|31/12/2023|EN|45|01|AP000798
57724-4H000|31/12/2023|EN|32|01|AP000799
577242E000|31/12/2023|EN|41|01|AP000800
577244D000|31/12/2023|EN|14|01|AP000801
57729-4A010|31/12/2023|EN|70|01|AP000802
57729-4A010-KP|31/12/2023|EN|211|01|AP000803
57730-4F000|31/12/2023|EN|8|01|AP000804
57755-1C000|31/12/2023|EN|37|01|AP000805
58101-2BA00|31/12/2023|EN|20|01|AP000806
58101-4AA90|31/12/2023|EN|-7|01|AP000807
58101-4HA50|31/12/2023|EN|29|01|AP000808
58115-FDA00-K|31/12/2023|EN|8|01|AP000809
58115FDA00-PMC|31/12/2023|EN|-10|01|AP000810
58129-44010|31/12/2023|EN|-10|01|AP000811
58302-2BA40|31/12/2023|EN|29|01|AP000812
58305-1CA00|31/12/2023|EN|-8|01|AP000813
58330-02000|31/12/2023|EN|41|01|AP000814
58510-07000|31/12/2023|EN|1|01|AP000815
58510-07000-K|31/12/2023|EN|4|01|AP000816
58510-07000-X2|31/12/2023|EN|117|01|AP000817
58510-3K200|31/12/2023|EN|53|01|AP000818
65YU13|31/12/2023|EN|66|01|AP000819
6PK1995|31/12/2023|EN|46|01|AP000820
6PK2100|31/12/2023|EN|37|01|AP000821
6PK2475|31/12/2023|EN|23|01|AP000822
82610-2D000|31/12/2023|EN|5|01|AP000823
82610-2E000-K|31/12/2023|EN|46|01|AP000824
82620-1C020|31/12/2023|EN|306|01|AP000825
82620-2E000|31/12/2023|EN|100|01|AP000826
8262022001|31/12/2023|EN|73|01|AP000827
8263033001|31/12/2023|EN|-25|01|AP000828
82650-1C000CA|31/12/2023|EN|305|01|AP000829
82650-2E020|31/12/2023|EN|64|01|AP000830
8265022001|31/12/2023|EN|63|01|AP000831
82660-2E000|31/12/2023|EN|5|01|AP000832
8266022001|31/12/2023|EN|50|01|AP000833
83660-4A500|31/12/2023|EN|-6|01|AP000834
86350-1F500|31/12/2023|EN|29|01|AP000835
92101-1F511|31/12/2023|EN|3|01|AP000836
92102-1F011|31/12/2023|EN|6|01|AP000837
93810-2E000|31/12/2023|EN|70|01|AP000838
93810-3K000|31/12/2023|EN|-15|01|AP000839
94460-1C000|31/12/2023|EN|123|01|AP000840
94460-1C000|31/12/2023|EN|2|05|AP000840
94460-1C000-SEO|31/12/2023|EN|93|01|AP000841
94460-1C000-SEO|31/12/2023|EN|2|05|AP000841
94460-2D001|31/12/2023|EN|24|01|AP000842
94460-2D001-SEO|31/12/2023|EN|0|01|AP000843
94460-2D001-SEO|31/12/2023|EN|1|05|AP000843
94460-2D030|31/12/2023|EN|59|01|AP000844
94460-2D030-SEO|31/12/2023|EN|0|01|AP000845
94460-2D030-SEO|31/12/2023|EN|1|05|AP000845
94460-2E000|31/12/2023|EN|161|01|AP000846
94460-2E200|31/12/2023|EN|12|01|AP000847
94460-2E200-SEO|31/12/2023|EN|54|01|AP000848
94460-2E200-SEO|31/12/2023|EN|1|05|AP000848
94650-42051|31/12/2023|EN|12|01|AP000849
97133-2D200|31/12/2023|EN|-22|01|AP000850
97606-2B000|31/12/2023|EN|7|01|AP000851
97606-3L180|31/12/2023|EN|1|01|AP000852
97617-1C001|31/12/2023|EN|-12|01|AP000853
97730-2B100|31/12/2023|EN|8|01|AP000854
97730-4F150|31/12/2023|EN|2|01|AP000855
97730-4H100|31/12/2023|EN|22|01|AP000856
97730-FD100-PMC|31/12/2023|EN|0|01|AP000857
97730-FD100-PMC|31/12/2023|EN|1|05|AP000857
9783422000|31/12/2023|EN|278|01|AP000858
9783429010|31/12/2023|EN|54|01|AP000859
978342D520|31/12/2023|EN|274|01|AP000860
99YU19.1|31/12/2023|EN|14|01|AP000861
DAC458439/41|31/12/2023|EN|37|01|AP000862
DISCO+COLLA|31/12/2023|EN|45|01|AP000863
G10160-SEO|31/12/2023|EN|148|01|AP000864
G22048015L|31/12/2023|EN|1|01|AP000865
G22048018LT|31/12/2023|EN|1|01|AP000866
HDK-062-KP|31/12/2023|EN|49|01|AP000867
HDK-062-KP|31/12/2023|EN|1|05|AP000867
HDK-062-SECO|31/12/2023|EN|15|01|AP000868
HDK-073-KP|31/12/2023|EN|102|01|AP000869
HDK-073-KP|31/12/2023|EN|1|05|AP000869
HDK-110-KP|31/12/2023|EN|173|01|AP000870
HDK-146|31/12/2023|EN|1|01|AP000871
HDK-169|31/12/2023|EN|53|01|AP000872
HDK-169|31/12/2023|EN|2|05|AP000872
HDK-174|31/12/2023|EN|49|01|AP000873
HDK-174-KP|31/12/2023|EN|124|01|AP000874
HDK-174-KP|31/12/2023|EN|1|05|AP000874
K0AD4-10270|31/12/2023|EN|14|01|AP000875
K0AJ210270|31/12/2023|EN|-8|01|AP000876
K75A-10311-B|31/12/2023|EN|11|01|AP000877
KDX5032240B-KP|31/12/2023|EN|23|01|AP000878
KHBK-101YU19|31/12/2023|EN|-2|01|AP000879
KHBK-207YU32|31/12/2023|EN|-6|01|AP000880
KIK-015|31/12/2023|EN|45|01|AP000881
KIK-017|31/12/2023|EN|-3|01|AP000882
KIK-017-KP|31/12/2023|EN|0|01|AP000883
KIK-017-KP|31/12/2023|EN|5|05|AP000883
KIT-H01|31/12/2023|EN|9|01|AP000884
KITCACERA-SE|31/12/2023|EN|87|01|AP000885
KITCADEH1KOREA|31/12/2023|EN|98|01|AP000886
KITCAH1SEONG|31/12/2023|EN|60|01|AP000887
KITCLUPRE-KP|31/12/2023|EN|106|01|AP000888
KITCORRH1-SEONG|31/12/2023|EN|134|01|AP000889
KITGTZ020|31/12/2023|EN|0|01|AP000890
KITGTZ020|31/12/2023|EN|7|05|AP000890
KITGTZ030|31/12/2023|EN|54|01|AP000891
KITGTZ030|31/12/2023|EN|1|05|AP000891
KITPIC020|31/12/2023|EN|200|01|AP000892
KITPICSTD|31/12/2023|EN|18|01|AP000893
KITRIO020|31/12/2023|EN|154|01|AP000894
KITRIO020|31/12/2023|EN|1|05|AP000894
KITRIOSTD|31/12/2023|EN|130|01|AP000895
KITSPORTSTD|31/12/2023|EN|11|01|AP000896
KITTIEMFE219|31/12/2023|EN|21|01|AP000897
KITTUC020|31/12/2023|EN|1|01|AP000898
KITTUC030|31/12/2023|EN|24|01|AP000899
KITTUC030|31/12/2023|EN|2|05|AP000899
KITTUCSTD|31/12/2023|EN|15|01|AP000900
KITTUCSTD|31/12/2023|EN|1|05|AP000900
KK15127238|31/12/2023|EN|154|01|AP000901
KK1Y0-11-SHX-05|31/12/2023|EN|80|01|AP000902
KK1Y0-11SH0|31/12/2023|EN|6|01|AP000903
KK1Y0-11SJ0|31/12/2023|EN|72|01|AP000904
KK1Y0-11SJ0-025|31/12/2023|EN|93|01|AP000905
KK1Y011SG0|31/12/2023|EN|64|01|AP000906
KKBK-137STS22|31/12/2023|EN|-12|01|AP000907
KKY01-32280|31/12/2023|EN|37|01|AP000908
KS66410270|31/12/2023|EN|20|01|AP000909
KSP61-10270C-SE|31/12/2023|EN|30|01|AP000910
L2935L-568202E0|31/12/2023|EN|11|01|AP000911
L2935R-568202E9|31/12/2023|EN|8|01|AP000912
MDX74-33-251|31/12/2023|EN|42|01|AP000913
MEKIH109-SEONG|31/12/2023|EN|95|01|AP000914
MEKITCERA-SEONG|31/12/2023|EN|96|01|AP000915
TAPARADIADOR|31/12/2023|EN|900|01|AP000916
TK-HY003|31/12/2023|EN|45|01|AP000917
TK-HY003|31/12/2023|EN|0|05|AP000917
TK-HY005|31/12/2023|EN|52|01|AP000918
TK-HY005-12|31/12/2023|EN|115|01|AP000919
TK-HY008|31/12/2023|EN|35|01|AP000920
TK-HY008-12|31/12/2023|EN|120|01|AP000921
51720-2D100|8/1/2024|SA|8|01|D0010315
